1000 2520
0 404
583 786 2949
27 175 5684
317 582 9549
353 217 2451
890 529 6335
90 800 482
672 592 375
306 496 8340
516 651 312
22 395 4568
432 220 7409
131 788 775
930 834 4224
81 395 1616
979 599 8391
477 797 5640
400 528 3631
128 791 193
310 784 7721
508 174 992
706 242 8776
919 168 5704
837 111 3968
695 780 5308
795 204 6278
193 231 25
453 324 1663
864 980 4916
372 821 1258
699 388 6859
558 967 2146
24 902 8229
555 792 7555
470 655 1541
149 354 1270
990 361 9484
170 636 3540
116 152 2619
2 269 7950
310 447 6634
889 596 1867
21 967 4335
786 74 3592
458 634 8488
592 140 462
961 20 2638
136 771 6016
305 171 648
95 532 3186
567 520 8424
426 607 6014
877 241 1725
737 643 9136
421 708 1792
169 247 702
204 134 9095
869 804 9389
658 351 4919
413 847 4912
304 55 4726
99 611 8461
119 589 2893
855 946 1829
961 138 9314
309 492 7178
148 721 4050
550 457 4651
248 487 44
760 26 9825
1 751 9567
412 866 1673
506 553 7217
405 377 1121
891 621 640
867 302 9027
754 763 4754
21 699 2929
986 209 4537
235 365 9790
143 251 8574
772 704 5210
318 703 2353
668 127 687
172 391 8266
193 768 4218
653 971 9034
759 617 5899
299 651 1155
731 370 1302
445 872 571
563 936 2193
600 913 8515
746 880 7838
425 142 4161
779 151 6893
799 575 4518
299 44 8516
566 342 9579
659 517 8357
821 908 1250
334 840 9410
700 363 3392
875 958 2011
741 655 7373
313 275 4921
105 112 2025
673 299 378
937 296 2650
349 0 6835
530 568 1054
986 347 2285
459 997 8335
367 638 9964
434 945 4423
551 988 2238
248 246 7236
691 712 7072
440 726 5559
370 533 3563
199 83 3854
905 247 8061
171 268 4178
93 528 5783
136 712 3988
25 252 4219
251 432 6302
926 786 9259
22 752 9107
809 814 5196
399 286 6124
479 588 6205
97 527 556
781 703 4023
838 109 5014
998 306 3017
692 304 8317
710 19 9602
820 541 3653
988 589 7435
712 776 7784
357 26 3017
82 385 6599
554 866 8921
703 876 7248
766 670 3262
954 76 4042
685 346 5740
225 870 5928
72 260 9800
724 157 1197
879 575 7512
440 313 8622
312 406 8730
765 315 5919
351 325 6590
471 461 7187
845 129 3554
675 350 9372
344 645 1358
265 135 1666
162 93 764
868 517 9721
656 475 4066
166 347 6520
930 660 2934
951 196 213
584 250 4011
795 963 2911
295 121 5665
849 195 1525
381 232 7160
532 459 5637
196 327 366
852 721 426
802 204 7040
123 244 5248
66 166 350
100 505 4622
429 200 8065
789 893 5426
596 26 1544
919 292 7926
293 528 9072
250 590 1903
978 233 8753
513 702 4
630 757 3198
997 538 9082
786 171 7763
377 704 8684
444 61 1319
920 910 7774
940 121 7827
563 771 3890
542 365 3491
452 743 6583
224 594 7389
153 315 4027
847 204 3817
992 238 4818
338 235 4313
966 585 8871
399 256 9124
37 987 2618
540 181 6758
778 570 6381
756 112 4555
414 174 1085
652 908 7150
173 403 1249
84 202 4706
355 374 469
164 504 1984
353 782 5960
289 135 4431
900 759 4536
758 160 3994
483 806 8425
36 420 5989
435 218 2311
529 128 1568
237 412 6248
545 262 991
849 262 5709
576 70 2246
482 431 9200
620 62 5374
206 551 9765
116 102 6843
38 440 219
385 704 3908
158 436 7730
467 207 6007
771 881 229
988 223 5023
610 284 9481
591 351 5139
975 723 2571
482 174 7209
964 35 3836
249 401 327
238 22 5053
465 168 9340
347 659 4385
605 886 2250
574 55 811
43 323 387
142 391 3257
510 78 2521
817 965 2134
963 515 3301
497 543 7055
385 605 1193
320 127 2195
365 216 713
486 579 1118
811 674 7053
980 733 1913
996 787 6905
229 651 3518
99 599 6330
273 87 390
186 35 6530
910 587 6632
768 473 9608
873 735 7586
990 667 6092
756 387 7853
625 786 9738
580 515 1496
208 996 6819
535 675 3332
565 936 6738
707 97 4875
877 32 3778
464 560 5468
514 775 6606
71 776 194
89 569 5163
493 882 234
395 390 7277
100 529 2510
51 456 5019
53 525 7945
597 607 2390
578 152 8479
613 815 5415
406 623 5812
79 313 5362
6 29 6258
337 601 9417
389 737 2689
241 110 7656
228 127 1671
541 395 7542
476 913 7986
342 653 2105
19 9 8226
627 427 9642
700 932 8057
429 726 4319
691 904 1636
363 356 3576
830 801 3897
946 122 1971
192 407 4257
461 689 7165
235 241 9784
493 723 7244
383 525 2097
631 695 5607
985 786 9708
773 907 6082
521 697 6327
399 542 118
653 328 8329
480 196 2881
141 640 330
8 984 1539
106 614 1612
760 929 3233
637 239 2291
798 905 1099
681 914 790
630 683 9790
539 64 9131
812 149 4181
254 359 2764
263 603 6886
11 662 2527
123 68 38
667 289 6880
69 511 6442
262 325 7769
679 681 1271
581 607 2506
614 928 9710
107 259 1438
539 952 1049
928 32 6751
392 714 4910
948 623 4435
995 766 301
931 526 1388
608 995 6362
595 686 772
842 466 5759
376 150 1398
437 639 6056
276 741 7931
45 982 6919
57 236 7173
113 8 5671
194 334 9045
86 150 5872
951 858 4130
502 915 3796
9 290 2647
685 823 2466
126 594 618
782 287 893
579 135 2115
657 242 2137
256 480 9591
943 840 3269
158 665 4518
128 588 274
702 508 2034
589 853 8693
306 754 128
829 690 7568
856 278 1463
268 428 2902
997 870 1070
565 264 872
190 238 6332
994 625 5770
200 319 1932
652 785 1310
720 191 404
482 795 5415
844 464 6863
184 770 278
840 501 6717
487 21 3902
329 678 6738
932 732 4852
296 493 8999
552 625 9262
618 676 7117
729 608 226
76 309 9813
777 643 8684
897 254 5317
379 689 8618
754 489 5393
20 377 1382
535 943 1093
622 184 4453
621 240 6664
868 552 5041
814 145 8892
301 780 4227
941 509 1665
221 317 973
270 985 5076
520 142 8060
782 293 6473
644 197 7649
419 514 221
268 337 8423
675 880 4011
188 9 7703
550 184 6776
774 489 6116
243 554 7324
851 290 6096
214 385 5042
860 247 2580
647 168 5591
348 555 5712
361 532 9962
773 7 951
23 453 4703
197 373 1586
58 429 4374
227 175 7133
494 75 7142
73 553 2295
343 88 6637
763 544 9103
427 983 3305
163 824 6049
41 19 8290
690 552 2846
906 753 8847
164 304 7367
813 777 7740
652 734 4718
379 394 9686
107 17 9422
530 315 4028
195 649 8514
585 578 3424
199 468 5762
48 4 1005
655 987 1974
547 875 9035
409 302 6067
211 760 5534
294 286 5617
633 427 5633
744 388 5186
673 325 5556
556 511 3787
212 13 3857
875 101 6859
376 248 7703
160 524 8979
185 421 1370
56 79 1341
102 330 1616
491 414 2536
766 806 4774
686 32 1316
781 335 1157
503 159 683
425 602 8531
515 993 9351
41 788 7310
694 137 574
757 435 2262
131 834 8411
948 480 6893
679 260 1508
474 385 119
8 512 1496
201 162 2795
45 376 371
783 317 1393
35 707 1086
75 393 3578
155 721 7852
759 76 4691
942 849 5509
610 292 4139
871 325 8861
693 495 5215
739 274 2420
104 403 748
124 789 5006
874 377 4968
175 83 2504
990 408 6366
455 681 2336
361 437 2927
722 787 7131
596 295 437
589 767 4763
226 917 2568
538 851 1129
515 461 9095
570 266 2433
471 783 1610
780 618 8420
803 910 5557
882 792 3093
366 754 6307
264 250 8916
63 385 9427
825 321 7216
259 596 9962
145 997 242
468 118 6644
246 516 8018
83 563 8133
861 455 2648
505 286 8062
356 183 7233
82 936 2557
52 567 8328
30 790 5724
545 809 4944
892 824 7274
993 780 1218
338 481 6819
316 664 7719
269 672 2260
10 735 1191
534 16 4433
417 476 6186
793 972 6551
964 812 1897
544 817 411
772 225 6594
224 902 7458
744 430 4959
37 440 4368
855 655 2979
850 435 2495
451 301 2044
327 414 368
33 187 5749
962 656 7649
241 502 827
703 178 7493
497 899 4637
575 424 3219
883 463 6100
297 974 8536
334 458 2487
766 662 7303
302 738 4999
894 46 879
591 102 8783
217 892 8667
178 97 3547
820 264 9848
242 320 58
807 156 1273
782 813 8059
698 443 2594
838 47 5843
68 27 3247
368 576 2620
988 429 4447
200 905 2428
922 916 7418
103 465 1236
572 553 1634
626 871 601
490 840 1459
696 901 19
924 256 4469
591 424 3940
5 336 1818
914 377 8033
213 225 5229
331 335 9762
130 89 1364
721 790 7543
878 717 5357
24 342 717
628 372 7909
285 674 5309
4 814 6779
798 379 9760
696 641 1715
785 252 9115
240 918 2889
835 15 8959
901 575 3370
864 766 8640
927 72 199
466 943 4876
790 83 4168
509 910 3069
103 0 7477
333 314 5676
872 778 5420
242 167 2302
517 267 3503
767 838 5250
192 357 8530
271 922 1773
69 847 5803
715 32 4330
906 882 9632
819 776 4041
284 736 4288
753 491 5152
734 911 4549
675 820 822
267 463 2037
387 220 8475
588 17 9439
580 689 4080
118 190 2605
255 791 3964
459 762 8687
899 234 5132
269 447 9024
925 538 6831
332 656 3177
288 201 6559
807 41 8591
251 919 2055
196 478 383
985 407 7356
620 152 1600
520 223 2755
188 617 4163
587 757 9909
558 226 5916
359 578 8953
719 958 5708
280 569 3111
519 215 919
791 534 494
96 765 3425
99 486 3096
43 108 4802
18 603 2735
336 668 1900
142 894 6133
661 342 6061
761 269 5585
139 170 4262
549 229 2857
41 297 2538
108 153 1947
446 495 6002
721 515 3671
808 185 3556
4 245 1462
406 292 1728
659 8 4683
716 339 6413
911 915 4363
308 374 3628
922 171 9356
498 937 6926
614 852 3264
843 494 1163
846 426 801
57 378 7234
182 282 5725
485 906 9654
671 226 4667
733 188 1509
650 86 4039
709 531 1838
325 704 8542
956 794 7502
27 636 9318
117 712 4204
417 901 7179
65 171 5781
151 264 4510
627 455 2704
362 143 2749
470 832 63
938 278 1624
75 593 6605
53 172 4003
85 95 3284
415 227 4281
108 59 175
62 66 5492
285 892 2714
402 756 501
815 784 4999
401 820 4725
7 665 6897
937 334 2384
854 411 2926
520 966 2574
848 171 9290
151 863 1223
231 282 5066
543 511 5737
356 608 7149
561 815 7202
369 879 9215
466 385 2814
52 69 6778
897 893 7467
540 64 200
401 192 1891
826 423 1069
460 213 1158
18 943 1256
198 99 1727
767 856 3980
929 542 4485
769 238 4263
103 52 4291
379 454 560
737 357 8145
602 960 2222
952 910 5280
49 148 9246
668 520 3135
408 465 6402
501 24 2790
505 845 3819
491 821 8453
277 804 3287
762 32 8993
457 663 9689
363 652 4290
774 765 4814
639 451 1517
480 125 264
732 469 3397
183 27 896
54 62 4481
737 60 1110
220 997 852
367 812 6395
94 843 755
234 634 4658
383 61 1380
152 512 6843
947 186 2706
513 883 6840
280 942 5812
673 295 5406
460 915 6824
811 831 8101
181 833 4709
219 835 9907
327 581 70
742 109 4755
478 407 6265
177 842 8901
686 771 2192
650 781 6735
568 772 6134
974 653 2988
853 744 4679
31 542 8360
368 446 1130
14 178 7248
412 241 42
59 285 9757
232 475 2463
843 749 9020
967 698 7047
454 14 7116
339 15 494
113 870 1894
939 295 9182
956 584 8406
867 631 7339
449 106 8233
731 155 8913
605 589 2398
585 701 2241
886 876 2452
871 461 9722
31 981 5272
487 790 2125
982 444 3823
704 785 5168
433 270 3956
992 755 511
422 711 137
884 571 5136
174 310 9073
678 725 1811
749 142 2828
676 594 382
430 758 7924
161 769 1602
718 804 6003
346 233 6019
442 25 1827
777 615 4034
239 436 4986
641 4 8538
734 919 1570
230 535 8273
667 83 9604
750 525 5799
940 660 5154
710 309 2128
426 517 6043
655 925 7992
975 820 1397
776 741 8395
743 549 3804
55 735 3403
322 785 440
885 661 8847
866 690 8554
78 387 2529
908 62 6140
144 28 990
424 277 8972
472 359 8969
373 193 3635
419 361 4380
286 208 2017
498 590 4887
773 379 2767
516 563 202
134 742 9251
92 902 8165
640 927 4894
791 816 8697
624 848 952
763 789 318
934 259 1937
427 18 1554
147 882 1257
10 861 7439
165 73 1031
504 487 6268
284 990 4265
483 453 9250
583 51 9663
792 236 7930
818 69 6893
945 822 2310
405 183 785
129 245 5687
125 919 2151
282 276 1917
674 504 3290
105 242 9481
970 936 9159
969 169 2439
977 834 9943
488 746 9449
993 955 5740
582 377 9888
576 39 2264
687 139 8784
552 905 6059
492 358 9515
831 848 8310
939 792 8288
578 640 2230
841 808 5220
340 965 6209
826 604 9224
903 393 2334
143 65 482
256 557 5359
252 729 9935
335 943 4624
941 71 7489
705 347 2917
330 219 1146
694 769 7426
432 909 8244
760 847 2627
447 196 9749
214 233 4834
938 756 1986
410 451 1768
503 582 8945
884 362 1812
110 380 3706
603 998 9525
926 374 2005
374 479 8124
203 421 4031
852 939 1009
236 880 7707
918 702 6827
616 627 8400
761 823 2031
680 754 2337
486 506 2445
755 264 8107
119 288 6294
216 447 6878
745 738 2106
71 289 6499
500 684 9828
980 246 3978
17 347 7856
866 871 2374
166 183 2051
912 480 864
82 939 7851
120 371 138
481 754 7889
219 114 2391
120 889 8414
473 294 1837
102 562 7150
267 51 7839
991 391 3791
935 661 3082
870 903 2216
270 109 2761
793 876 6232
677 527 1700
987 735 8114
250 842 3581
648 914 2445
378 498 4375
314 38 9612
292 920 8077
407 749 4643
122 83 2772
73 373 1685
259 185 7158
713 707 5690
699 197 51
566 955 1173
599 287 542
832 659 9554
553 403 9628
215 57 6327
725 223 8457
942 7 5805
584 110 4533
423 601 5742
330 109 4236
844 618 9668
480 14 832
98 381 9344
336 880 6166
727 653 5938
458 631 6272
197 203 5185
804 325 2419
414 133 6568
616 50 1524
260 854 6308
887 920 7203
159 704 2203
117 695 6576
184 505 2015
88 84 2863
793 612 9098
364 719 2583
101 151 3133
36 687 5788
600 803 8986
823 940 7957
382 187 6984
70 193 4986
862 55 2589
588 626 1549
976 502 5332
545 424 8582
573 469 2505
549 838 7314
923 843 794
899 970 751
646 153 9851
638 319 5256
864 703 2891
475 474 6328
44 643 9072
949 613 9334
517 861 8915
935 436 5763
629 595 1104
723 238 404
201 462 2108
92 554 8603
366 431 4220
141 815 4449
358 224 5312
11 678 8075
110 143 6748
863 599 1397
953 922 7989
497 510 4220
571 855 1578
994 200 1569
587 718 7974
599 528 7878
884 514 9454
564 532 5369
313 874 2949
759 360 3492
767 408 4180
111 344 4630
792 130 5621
53 411 8893
569 353 2641
784 779 3811
560 892 2218
853 818 8225
577 784 9683
131 270 5732
971 370 6697
599 798 1798
341 651 3547
127 249 8646
138 520 8543
953 505 1116
380 209 4879
898 756 3171
723 900 2715
393 913 9443
957 353 6544
890 663 7375
696 162 6144
121 152 1808
402 614 9730
941 364 3579
210 201 6680
521 880 9138
768 390 6411
926 412 2141
495 307 5539
156 746 1731
370 784 660
454 241 8647
12 802 4100
747 295 9067
568 446 1333
979 784 3386
592 848 8174
885 518 802
943 158 7314
525 913 3081
58 347 8710
390 278 1878
854 826 108
179 850 3527
891 964 1051
132 495 4633
890 934 5011
197 687 8083
510 956 7995
438 681 7241
739 574 3116
150 81 471
458 255 1661
636 127 9135
188 250 8565
438 520 1845
56 580 5660
634 849 6604
88 70 7458
451 330 6930
199 440 9308
499 101 5707
982 614 8135
646 367 4891
464 857 5531
336 362 6119
960 270 8737
271 951 6533
145 408 8274
474 32 8528
485 590 3669
695 688 3057
171 962 39
135 779 3526
462 492 6680
115 686 2472
196 571 6882
660 423 9722
944 155 4262
417 10 8330
730 292 3440
42 230 8040
340 818 5375
724 642 2332
839 825 6235
281 770 9043
692 535 9705
634 181 1204
665 167 6944
211 425 8531
765 200 7278
398 656 3397
780 348 9215
292 426 4889
770 362 8708
790 520 9924
619 499 592
46 482 4606
846 222 3562
862 760 167
721 716 3853
518 866 4497
32 686 423
329 384 7221
345 352 6968
624 928 5342
683 559 8192
104 15 5322
688 393 8860
448 17 3637
893 522 918
735 202 2341
397 366 7087
377 692 676
657 682 9735
50 761 8355
310 639 144
907 496 1504
594 457 537
232 515 1741
170 60 5559
109 280 213
660 498 4025
752 36 3608
351 232 2737
400 156 9728
32 535 8477
75 911 3317
595 164 9180
879 148 4211
167 93 6748
612 387 2209
945 286 8064
524 393 5312
725 340 9604
154 700 2985
343 26 8367
167 179 7537
501 159 9328
909 748 2359
162 647 1356
86 971 8420
341 640 6986
392 211 7840
87 43 9255
372 97 6534
547 356 6697
326 0 240
477 965 5361
58 298 3261
638 923 899
802 815 1747
859 196 3360
987 327 2473
806 605 5609
350 942 1105
84 33 1963
723 681 2384
728 13 844
408 347 4324
305 954 3149
676 28 5347
533 918 4254
245 983 7430
147 909 5554
3 56 3557
713 688 7462
73 261 2737
924 35 7629
335 191 3345
407 43 501
432 39 5102
257 830 591
788 680 2088
290 934 85
9 805 2313
253 36 5678
390 954 4045
225 138 4517
140 576 8656
648 703 35
699 426 3934
972 372 4467
451 32 8055
853 608 358
522 185 4352
232 740 4786
16 616 3751
613 517 9164
646 834 5643
764 495 3949
124 768 2369
448 807 3936
858 361 2001
557 270 1958
166 753 2188
815 575 7659
233 311 6481
543 993 1119
324 326 9755
108 807 1090
479 60 6219
796 747 4439
513 355 5672
764 766 6670
109 453 6327
164 96 3076
878 300 1698
17 698 5455
607 583 1285
39 526 8173
157 493 6157
775 141 807
221 862 7051
397 717 6073
756 446 8628
750 356 9654
512 260 8604
293 259 3768
440 642 6849
387 676 2972
104 869 9713
274 223 4035
311 932 9535
748 286 7103
153 917 6781
324 493 3922
839 130 99
320 385 334
2 746 2285
274 877 2435
958 696 5397
801 114 5159
542 602 307
661 185 7529
851 446 8952
974 369 549
876 167 5659
129 775 8425
510 921 6378
360 230 7150
648 176 524
386 391 422
435 427 7917
242 106 3683
647 657 6953
765 550 3374
471 727 7859
91 849 5815
785 547 4953
404 125 3608
100 998 1569
168 497 1081
209 257 685
331 958 8808
529 559 2777
959 702 2472
607 247 5726
802 988 6964
717 733 8819
216 247 4001
863 944 4194
622 784 7713
301 47 8764
526 229 4694
771 726 7810
663 913 2161
395 458 6524
413 634 3700
499 430 7114
857 123 1013
869 625 957
615 398 7258
918 213 6014
915 252 2146
567 931 4688
978 155 5079
555 848 4810
309 445 8645
942 634 1490
895 343 7743
726 179 5279
402 266 6318
55 439 7526
299 70 5080
554 137 207
160 25 8016
822 674 6285
836 694 4364
989 111 521
181 360 757
194 730 1358
770 828 1353
955 608 1215
97 772 3072
371 987 9478
326 96 779
141 886 9901
205 680 3781
836 604 9159
682 419 6151
865 513 2329
526 711 6956
405 976 576
134 654 4795
209 857 5565
47 701 4403
680 608 394
114 681 2044
443 264 6730
35 724 851
712 410 215
514 939 4330
172 741 1853
779 159 4114
396 792 2247
827 706 4287
55 275 560
356 270 4949
396 585 4632
573 313 2985
450 385 5434
518 753 7434
315 906 5462
738 357 343
135 561 3659
789 139 6385
149 530 281
955 113 8609
243 396 7792
794 420 5050
371 92 451
946 245 8130
881 68 3924
375 857 372
658 241 5813
416 379 9201
794 116 7811
157 306 2970
965 713 5416
845 213 5470
288 796 8574
956 953 5372
468 570 5135
664 678 1032
827 39 5255
180 85 15
128 136 1283
64 289 3046
933 459 9589
233 399 8788
496 129 3441
522 287 2863
130 138 7044
153 446 5322
709 923 2025
873 672 5980
11 933 7830
182 933 6691
488 596 5110
76 878 458
805 533 446
887 118 8839
671 182 2907
776 935 9097
911 236 7488
882 485 8152
583 149 3986
415 447 9461
30 679 8716
574 780 8572
376 811 8634
126 879 5637
342 602 9200
784 522 5470
645 742 5898
253 406 5177
489 180 845
304 390 6433
628 137 8995
825 652 6579
722 68 2197
168 753 5405
904 398 2845
8 948 8948
204 898 6324
862 576 1584
163 123 7392
663 301 7829
445 812 7407
789 848 3074
611 448 5203
940 818 7013
28 996 362
932 225 7154
668 268 5611
959 310 3420
19 186 2811
294 393 7190
837 853 3422
31 674 5793
672 179 1056
460 295 75
485 342 2566
559 82 2890
994 672 4371
183 606 2921
423 300 6790
20 530 6590
598 810 6855
751 601 9496
832 621 5984
276 947 7979
659 878 2586
977 185 6041
797 663 8523
678 310 8398
932 552 2890
983 593 5261
536 638 5000
907 31 189
914 745 2919
169 196 439
810 66 1617
778 247 3710
635 676 6910
94 518 5371
76 67 2356
788 124 598
887 163 9737
655 937 8268
729 137 5821
139 121 1341
640 88 4629
603 244 5032
300 508 1171
0 395 2333
590 159 296
316 62 7546
463 409 9037
236 590 8078
806 626 1027
593 605 8719
420 348 7064
287 502 2054
859 330 7122
689 782 1993
69 405 5942
240 584 8822
452 176 469
4 576 4153
554 931 6745
901 645 8261
715 124 733
825 155 2222
259 916 5433
244 520 9216
26 291 2776
598 948 628
821 327 207
360 4 6675
642 771 9511
449 423 8195
277 387 1431
424 273 9917
414 386 8547
967 941 1049
992 499 3889
391 610 7475
296 124 9621
827 263 3767
264 339 3663
805 942 1840
983 488 1783
861 478 4446
132 966 7391
330 86 9562
632 990 4397
173 830 4562
618 348 4040
180 322 4079
314 923 8049
755 511 3226
949 891 1655
255 907 1676
491 958 4605
933 568 8074
553 727 9884
848 372 2251
743 925 1290
957 761 8851
601 232 2485
783 955 2892
803 380 3291
135 835 1272
266 491 6369
231 479 9824
12 234 1629
155 307 5367
127 178 8514
798 570 286
999 45 4644
700 935 735
488 935 4508
606 667 2075
678 700 9727
742 300 6747
987 659 376
179 560 755
270 76 1315
416 900 15
950 744 457
544 598 6832
484 453 1493
643 438 8249
539 486 361
614 154 5937
889 803 4400
80 159 3550
465 341 7816
300 337 3407
498 650 6752
223 461 1055
920 548 282
934 834 5761
899 441 4147
808 571 5964
905 701 2187
947 913 479
211 475 2886
222 568 9008
450 860 4081
746 535 186
337 644 4749
16 971 26
731 699 2100
870 831 1880
511 586 7755
597 68 6663
538 981 6806
895 776 8342
747 892 9240
317 230 7379
107 676 5894
562 559 7080
662 411 8423
343 969 6389
735 281 9303
130 677 3637
403 418 7227
72 961 3442
610 657 5685
532 812 9858
29 391 6954
996 629 2529
309 766 9455
357 549 4101
261 108 2038
101 746 932
604 881 4590
35 697 4799
601 192 5198
238 539 9848
747 780 9618
902 143 4320
352 153 5684
790 534 1592
239 258 2458
475 730 2018
537 528 5778
818 48 1534
48 954 2393
960 887 6160
189 540 1586
441 154 1794
105 118 9673
806 657 8654
388 981 2178
315 722 8366
357 413 3724
725 771 3350
345 2 6745
422 414 3019
570 155 1295
818 737 3657
398 933 9575
362 125 749
973 927 218
575 3 7272
531 278 7032
465 628 313
919 196 7078
220 922 9053
590 686 3803
964 82 7019
392 574 2577
972 745 3422
67 851 4412
637 375 5187
726 425 8599
847 656 9413
952 335 9994
677 376 3281
710 62 6116
882 419 5617
609 357 4972
361 356 8362
322 654 9654
525 452 7613
198 903 1312
182 482 3105
935 18 8378
404 202 1859
565 394 4855
727 52 3991
509 53 6132
620 722 6433
93 289 5709
51 149 9253
893 989 4643
835 438 6770
991 488 845
896 639 6045
966 500 3139
625 156 2321
588 823 7762
691 716 5804
207 686 6865
252 260 8105
61 792 1266
266 471 467
411 563 8199
772 251 171
14 396 6842
582 579 9419
556 910 2578
264 61 1872
840 25 1885
995 318 3431
111 781 893
202 948 9823
454 734 7274
354 528 1676
635 663 3823
227 368 5023
65 430 6189
146 490 7202
769 295 878
732 917 3087
512 813 4870
65 344 86
319 427 9248
3 791 4465
321 619 4846
3 866 9046
913 313 6901
768 875 6035
422 10 4516
800 613 7901
284 88 2114
851 244 5972
702 319 8914
278 211 4738
436 76 8902
97 769 9493
803 15 8406
741 893 8476
733 84 9564
79 969 6044
159 186 2038
639 308 5890
206 482 6376
619 854 9544
47 147 2509
572 64 7101
45 957 7721
217 627 472
42 717 7740
285 351 741
963 89 377
502 872 3308
752 314 650
911 500 4276
688 612 75
298 538 5952
228 342 8177
288 142 7088
863 123 6879
332 893 6964
508 457 1591
609 838 4412
558 560 2525
885 476 7984
91 985 1149
921 898 7457
778 449 4201
921 676 1964
950 261 4523
902 105 31
645 131 901
886 442 453
834 246 8842
