1000 2000
0 742
921 737 5812
361 769 3029
426 6 2265
793 772 7700
946 437 6139
629 753 6177
500 175 6898
895 979 1693
132 948 7703
563 717 1513
912 157 5933
629 71 2330
502 902 3881
395 28 691
391 263 1578
970 660 3939
457 506 8745
845 81 3776
418 440 7962
189 136 9468
752 566 4109
869 5 9146
528 672 8899
481 194 2858
470 491 2157
336 129 2586
887 363 4999
735 910 2311
539 90 8552
496 691 9516
543 413 6552
822 259 4296
917 279 3543
727 473 7416
326 973 2564
466 912 8244
555 826 8894
78 247 9283
60 526 3126
764 361 4500
520 266 2245
797 575 941
655 570 1836
432 899 227
455 422 5592
894 835 6798
763 295 9201
799 155 4463
126 72 479
246 840 829
427 729 1544
995 305 5442
352 476 6057
258 673 9756
381 894 5893
77 225 9732
647 814 2615
132 146 2011
412 196 3410
120 181 7104
330 617 7842
446 284 93
464 478 7497
891 842 4652
179 372 1347
154 356 6534
738 105 3134
778 572 892
928 859 9716
236 23 5036
917 11 1598
296 334 685
40 869 3155
423 95 4671
152 958 1147
348 655 3159
230 104 5312
777 710 2463
848 559 5039
523 965 5383
964 187 2620
934 148 1692
139 902 5135
745 833 5060
6 97 7920
276 568 9946
198 968 7744
692 561 3640
547 709 5749
550 344 237
847 548 5618
290 977 3539
343 877 7493
925 19 3276
406 126 8608
312 546 8109
501 95 8084
350 448 9623
953 875 1712
158 907 1097
968 417 5077
621 274 6025
63 357 4633
734 427 3950
896 275 9801
994 137 6596
619 971 5723
539 362 8110
698 882 608
460 152 7672
36 723 6618
519 221 2660
118 880 8886
796 373 1892
880 456 3985
853 469 8036
554 986 7950
832 934 5340
513 285 9785
672 635 3838
544 539 9032
117 711 7633
924 218 8984
680 663 7836
988 301 9453
278 201 3048
987 959 3200
922 407 2346
79 604 8763
724 825 9377
238 14 3566
481 569 3164
652 178 9141
366 59 6576
279 749 7149
14 420 5130
33 250 5745
724 818 8430
46 23 5336
501 894 8008
241 199 8029
63 329 9090
180 374 7770
686 344 3293
813 999 3862
878 991 7619
868 269 3989
955 367 5904
858 832 4415
803 828 3609
593 890 8187
935 309 3836
372 556 9172
895 249 8683
458 764 5575
790 917 4117
368 146 9115
73 41 4246
214 318 8529
852 116 793
432 137 6712
987 570 8668
590 723 6278
155 974 3696
849 639 278
807 424 6552
961 402 9552
186 527 2086
983 937 3911
212 369 5186
806 46 7425
393 830 5253
535 414 3717
525 462 9562
645 61 9251
661 114 5371
440 659 1677
637 655 6632
761 85 9578
213 667 7345
651 337 6787
952 488 3702
412 783 5270
402 253 1273
371 676 9296
360 340 4793
398 441 5282
42 86 7029
178 698 596
694 182 9137
422 977 6799
210 606 1575
777 340 2057
240 757 3960
581 144 2984
225 42 4936
765 217 7766
107 955 7688
99 430 532
908 61 3932
825 820 2593
209 88 9958
698 433 1400
43 97 2817
190 349 6480
526 357 364
113 67 4634
941 552 9204
892 354 4000
340 511 4765
687 531 3792
370 836 3328
589 7 5947
945 494 995
72 729 3689
146 363 9543
259 193 5472
711 698 3052
306 473 4698
151 116 1960
901 95 4046
235 99 992
221 727 3405
284 839 5213
583 261 2212
157 961 3304
228 20 5743
450 122 3641
456 439 1177
125 116 2764
571 69 5903
239 928 6227
454 481 483
327 817 9450
826 857 1155
240 492 6928
413 707 3980
620 332 4679
227 719 2389
553 144 847
789 450 7044
821 779 9914
758 640 4858
470 703 9840
58 87 6248
175 65 1461
74 897 9034
739 463 524
124 865 3384
431 776 9224
345 715 2579
984 275 5660
663 155 5875
585 218 2544
541 520 8075
87 21 5854
779 509 620
57 33 7491
411 562 6735
283 653 4318
902 430 3292
443 458 3755
320 701 9796
505 34 3563
41 569 9429
830 487 598
594 863 6204
907 990 3710
473 297 8418
855 491 6573
471 577 9884
928 943 2701
502 607 1883
669 555 7304
214 406 6251
356 753 6650
52 266 9221
842 33 3742
589 77 6023
733 725 5295
218 817 6300
597 890 8763
510 875 1999
173 952 4716
824 464 9972
592 728 3980
359 588 7106
247 939 6366
384 116 7018
143 371 8560
689 385 4578
14 629 4153
398 268 7312
896 286 7009
271 863 7292
780 388 3723
169 920 854
38 670 7803
314 857 1976
833 507 1010
559 288 9051
358 681 5238
635 21 6461
376 662 9011
384 445 2614
648 529 1465
487 246 5681
591 546 8855
124 405 9005
763 672 5495
184 732 4472
145 521 7167
435 515 557
282 546 8423
445 417 3187
712 272 1319
838 6 924
804 816 4763
873 876 710
882 860 5766
231 53 2018
385 818 6264
873 556 6169
307 84 2610
741 432 5440
924 211 2802
285 430 1309
48 749 8599
834 734 2209
324 986 8387
66 320 8741
603 930 4216
863 59 3468
700 661 3771
252 445 235
475 494 3306
474 288 2868
250 225 7177
338 723 9097
903 992 9049
643 461 6698
860 917 7673
978 262 2522
110 704 9846
930 679 2645
259 702 7388
497 942 7023
719 550 6566
992 143 149
767 911 3665
806 772 1624
341 884 738
113 33 9506
394 260 9416
631 299 4319
465 224 4379
965 182 5740
834 358 4485
294 6 6116
938 608 5569
20 367 1467
335 332 8992
946 184 7880
956 829 5404
953 191 5832
354 459 7847
449 801 3129
338 515 9168
791 435 3604
714 47 7942
503 900 4252
894 748 6084
206 571 2964
105 461 3827
439 28 6451
911 520 3390
19 763 8111
958 733 8358
186 944 6798
706 768 8526
677 186 9747
769 969 4773
260 487 5886
889 866 3907
339 600 2823
372 729 9409
974 531 8989
54 845 149
634 191 5635
305 388 4116
339 485 1539
232 638 3938
270 73 1838
193 486 6490
68 662 4806
188 682 4371
877 463 5413
437 952 9082
404 681 8017
452 725 6934
851 511 5535
299 983 6009
417 281 5486
632 59 6325
542 819 974
693 99 1105
295 271 4320
61 318 3677
288 782 7925
465 476 7228
504 182 5988
426 80 7280
324 733 3861
971 349 6328
421 999 6357
954 666 952
926 863 1017
867 78 1072
352 646 6736
351 410 27
3 222 1769
793 784 4990
604 6 5949
140 153 3923
594 805 5583
24 916 3812
752 804 4659
823 619 5837
500 169 5790
219 26 693
317 66 4867
774 618 9764
581 745 2026
692 834 4410
975 415 1181
753 192 2952
998 116 2141
956 582 66
483 253 9048
999 159 5727
948 450 1721
626 377 8098
671 857 80
892 974 8724
174 277 3816
293 552 8287
295 840 9685
438 206 6198
51 541 6886
271 666 2026
10 336 7648
313 756 2228
291 686 1898
258 434 6036
638 833 3053
614 572 4195
467 280 321
111 808 3237
847 758 9361
69 97 6962
468 801 7185
890 118 672
96 135 961
134 352 825
522 819 4357
630 554 5191
355 504 4730
695 152 1779
619 829 4724
856 985 669
661 461 6659
749 119 8583
274 875 9952
121 120 2147
612 591 3430
226 362 8420
33 805 574
468 951 7930
487 150 768
394 48 1065
973 105 6550
552 604 9851
266 872 4701
795 902 4397
985 574 808
944 783 624
9 970 9958
282 529 8938
915 586 573
665 580 8959
622 741 7908
759 437 6918
183 41 8895
254 456 9139
411 887 7292
569 179 8978
574 279 9973
472 866 5616
577 226 3004
91 519 1528
375 777 4711
702 147 4480
776 896 331
999 761 2908
875 303 9738
133 988 391
740 331 6058
353 673 9894
669 467 4679
517 999 6312
311 317 3131
485 41 1805
671 557 1015
580 985 2283
358 607 6167
489 967 4464
488 63 7656
23 539 4618
813 154 5871
112 829 7928
621 66 9322
654 409 863
109 600 198
88 50 9215
288 339 8507
103 866 9803
962 869 8528
655 126 879
566 524 6746
345 488 464
632 825 6360
354 371 1307
549 644 287
46 283 5125
234 431 2955
693 458 5886
610 532 560
809 156 199
829 152 8196
572 654 347
315 953 6340
329 644 518
675 502 6702
461 476 5318
605 485 114
135 978 5343
357 210 2017
402 708 202
262 478 1980
47 110 9302
305 445 8101
730 659 3772
342 543 708
947 992 261
840 125 3750
965 537 5418
208 603 1359
891 152 9457
865 358 5932
489 122 4790
97 571 2385
705 712 2974
782 826 597
578 959 6741
607 309 8552
798 853 2191
910 649 3296
84 560 9479
229 508 2718
804 513 2373
309 581 8011
436 990 7011
773 914 6908
639 253 9988
480 837 7102
5 873 4487
493 840 2302
151 74 8664
976 756 5797
92 240 6183
639 425 4260
250 123 4310
419 65 5457
56 127 5743
108 651 3124
448 523 9291
80 152 4354
864 190 9735
248 744 3949
190 674 9580
714 144 6697
287 93 6267
570 370 3146
567 63 7334
159 679 1249
925 619 9247
721 381 1588
64 19 4804
770 819 8786
497 922 5871
218 387 7973
150 435 3735
889 859 9777
708 181 2516
947 147 9434
846 700 8237
414 336 327
176 261 4832
249 535 7245
932 768 4517
931 1 2288
772 162 6122
216 977 7597
781 149 5728
916 617 7611
442 26 9715
969 774 7074
991 212 1504
260 100 6579
185 528 8948
684 548 1044
73 115 2047
347 777 7791
229 271 268
423 342 3390
511 988 3875
732 854 595
473 132 6717
658 107 545
915 687 8034
880 117 4646
952 528 1475
241 677 3269
666 679 2045
808 439 3346
684 909 4354
803 59 4371
351 862 551
717 200 2622
879 489 5436
515 993 3756
25 281 1790
485 396 9403
744 138 2722
181 770 4969
812 300 6880
401 531 7128
418 383 1737
579 49 8792
91 472 4389
709 616 7213
853 518 7652
674 772 6909
490 993 9300
300 745 2041
747 232 5904
851 315 2801
182 908 8615
751 536 3506
82 879 6324
904 56 2989
609 168 2261
534 993 9861
211 527 1113
756 718 398
39 32 6338
498 70 594
638 49 8319
311 74 6658
290 499 6602
768 137 2725
303 536 6703
107 612 9954
191 56 2615
944 456 8408
700 802 3142
641 801 6420
811 825 8070
854 627 863
548 983 1911
561 410 7665
870 693 9938
882 594 5263
569 394 3590
593 648 9780
624 661 5952
801 550 4319
750 857 1467
842 718 3240
494 699 5227
75 171 9735
208 432 761
785 388 1194
787 788 3944
433 954 1812
672 726 4645
600 785 9153
158 1 4955
45 48 1368
385 504 4430
488 748 5407
266 735 9324
552 268 4595
148 977 5283
119 485 2193
337 388 5107
87 238 2373
242 827 7382
862 957 9905
55 18 108
85 784 4553
551 686 4000
154 334 7228
115 614 6076
23 563 7460
86 217 2620
729 843 4980
743 0 2221
975 690 656
868 451 3256
785 966 1546
313 871 3988
147 801 7876
428 863 4861
616 614 6659
933 777 5988
637 775 3149
736 498 1240
920 429 1967
679 902 8329
697 548 9739
163 114 6117
735 279 3899
191 526 9996
644 779 2093
764 562 1779
746 624 2588
506 370 3276
292 633 8296
185 824 6537
872 229 2903
641 839 1749
189 953 6938
746 225 6755
370 948 4569
253 933 9078
472 743 498
696 614 8142
116 459 4160
318 3 534
864 257 2744
100 855 8052
509 834 6281
136 396 9134
367 994 9205
527 977 2845
979 378 486
938 908 5294
192 837 9529
556 123 5747
937 912 4170
843 604 7602
363 121 7097
979 771 1374
350 301 3143
549 755 3352
950 742 4062
34 728 4428
410 306 5289
959 720 4750
334 164 9147
236 125 4655
731 200 8555
929 357 3928
397 726 4187
17 74 7985
833 367 28
462 574 8531
104 301 7443
585 186 4120
469 488 2463
557 664 2185
281 861 3573
374 148 3445
4 828 934
900 932 898
602 595 2136
523 854 4372
45 741 9035
830 601 2145
319 471 1384
199 739 9886
439 882 620
43 383 993
719 388 7367
726 395 7141
396 67 9136
799 371 6049
699 598 4675
495 478 1866
156 696 6340
681 249 57
814 799 4729
942 806 6188
297 348 9397
554 260 3460
114 268 8807
180 252 2370
125 576 8936
163 853 2515
400 229 1040
848 763 4556
875 393 9404
725 392 7194
597 225 2391
958 192 2332
285 937 5901
310 950 1594
602 24 1713
286 710 2906
192 73 6321
691 51 9360
568 270 8043
522 653 1045
373 625 72
475 695 9787
84 712 8868
570 905 4158
24 84 6107
365 887 1756
386 2 1357
267 446 6462
961 347 6259
927 414 6446
831 281 6789
686 333 4054
511 984 1695
923 257 4346
419 539 9209
430 389 262
89 177 5375
482 375 9251
532 6 1711
160 522 6431
881 644 9753
709 275 9454
555 270 5256
317 922 4324
982 587 8655
141 213 2679
308 72 7501
791 451 5549
964 126 5100
106 319 8754
630 407 8366
754 331 9229
247 959 9346
304 503 8570
608 347 3795
299 226 2553
841 159 8215
2 760 6105
573 140 5129
974 283 7674
610 301 3634
38 714 7267
914 620 3445
141 753 4435
533 289 921
223 919 5654
691 4 7437
397 334 5575
201 565 1366
546 181 3993
786 92 5361
7 370 3710
332 956 8802
492 372 5700
665 285 9095
876 6 6806
702 563 1755
771 995 9039
0 772 4377
243 164 7473
201 556 1942
835 658 2436
395 929 2255
628 384 5093
195 839 7948
343 248 2461
582 402 5242
393 510 910
542 830 8826
745 398 2518
375 455 2595
379 676 3385
810 728 1619
168 543 4776
459 937 4137
769 830 5612
98 845 8121
167 282 4450
712 206 2018
784 963 4446
407 792 3505
640 521 1809
476 487 4961
277 930 5899
981 690 7330
816 823 3018
529 498 128
78 432 9562
480 670 5991
755 10 9045
408 477 3926
251 860 5480
599 671 1161
44 52 1242
321 837 7822
333 393 8687
982 915 7835
448 9 5698
349 371 1478
105 528 5662
328 636 6558
79 144 7425
261 327 5609
518 728 4784
145 638 3962
76 930 6346
296 155 965
994 718 3025
496 101 2282
493 925 359
162 81 1628
553 777 7394
429 711 4435
217 214 4136
612 718 6914
4 969 1468
346 215 4990
495 26 6168
556 128 3028
815 744 9595
306 551 1152
160 212 9517
747 59 1459
277 787 4142
275 705 9108
818 873 3426
902 150 7502
898 31 1550
447 958 3772
314 157 5812
699 260 2942
653 707 3230
715 21 5237
425 45 5382
865 659 7210
666 137 4322
565 986 1809
603 194 5460
754 526 7037
770 268 951
973 225 7214
731 350 2088
949 396 5188
996 294 6737
92 428 4957
332 702 4967
983 765 1191
668 135 3457
177 612 7540
858 303 8214
49 136 1771
57 954 7053
681 960 1096
148 796 8976
995 820 1088
210 938 429
948 295 9297
533 764 6145
170 554 7705
482 883 7420
716 491 2234
484 980 9866
789 813 2003
783 824 5706
168 137 3652
376 31 3340
721 578 4144
993 314 2649
83 91 9970
456 210 5589
766 289 3891
118 571 4430
905 667 6198
265 770 8374
935 448 856
929 606 2206
963 102 3715
861 137 6609
664 635 5337
526 329 451
829 505 7792
871 386 2074
631 165 4007
450 78 4571
196 290 8181
695 324 390
912 987 9520
156 570 7743
890 696 7345
601 971 5211
428 59 6334
179 726 8937
650 620 4510
977 990 2438
184 748 489
409 849 3491
452 780 4923
204 77 3863
312 639 4985
537 489 9670
135 669 190
527 866 2097
29 349 9594
435 427 9524
649 544 6939
215 430 5476
194 261 7568
701 501 213
252 37 95
195 959 8484
762 270 4822
718 823 510
600 832 279
13 982 2661
297 307 8542
380 139 9140
37 9 7400
371 670 8064
545 160 3397
604 322 8705
440 518 7465
524 895 8990
445 164 6515
852 529 384
231 679 5537
826 827 2430
541 214 7679
276 419 215
220 761 2589
993 528 3635
607 759 6095
205 565 8128
62 731 4873
869 826 794
28 762 7852
55 204 5515
416 417 5478
458 771 9207
182 404 4221
479 686 535
171 536 7048
841 887 7009
820 335 947
680 332 8166
114 58 772
267 437 2952
122 656 1965
969 963 5985
515 36 7151
642 335 8831
58 592 3662
222 161 5398
512 888 1352
499 83 8982
203 228 9108
453 126 1549
22 102 8688
836 175 7612
966 766 9167
183 271 6757
564 630 9620
379 23 7497
62 291 1713
35 313 4021
224 60 82
794 591 3223
701 658 9456
930 700 4006
955 499 9823
219 42 5177
224 190 4877
635 88 6249
169 221 2616
353 46 3837
606 140 4818
817 706 6283
725 730 9043
997 417 4062
386 948 4508
431 210 7127
687 819 8525
588 557 9708
433 75 1456
382 617 1056
660 958 6956
334 854 4998
634 221 7796
211 524 5306
175 230 5568
690 353 9194
484 390 6172
772 340 8127
5 54 5043
618 522 2198
149 278 3698
857 545 8419
123 603 9906
707 461 6175
580 851 8262
322 203 4653
174 773 4626
726 993 3798
927 706 2645
366 841 5626
740 229 8261
399 714 5897
165 132 3315
877 403 6855
408 708 5456
153 422 6758
886 493 6074
558 733 8507
887 275 1818
866 600 8547
743 702 1751
390 243 1838
383 51 6265
521 214 3258
77 891 8487
498 535 3093
505 869 2733
840 51 7855
507 42 2869
633 999 4889
328 630 845
197 643 6166
308 115 3692
54 130 999
846 93 9766
281 912 6922
775 875 5516
451 513 5273
83 366 9563
177 849 7657
881 964 3389
568 519 4013
989 634 3100
327 834 8828
59 858 5857
683 759 9796
28 635 3896
483 872 7465
989 60 1548
325 529 9972
15 60 2654
837 712 5201
377 650 1296
787 943 9578
658 942 4557
137 180 2404
566 59 4922
56 939 3489
422 927 4701
704 589 9911
165 501 1381
838 293 6261
588 615 5952
342 699 9535
771 425 9489
779 861 2606
783 890 9925
318 52 8842
424 732 1881
857 812 6787
70 450 3294
272 576 9903
722 613 8747
278 639 4881
990 307 5577
794 93 9979
237 806 9817
844 341 8644
643 879 8447
205 563 6069
187 120 1025
531 285 9375
760 119 1252
232 503 5659
399 668 6175
104 574 7429
255 575 6833
215 857 8869
867 673 6538
818 531 9793
204 94 9626
897 66 7648
347 325 3916
331 864 9082
883 418 4372
25 460 9798
660 304 7056
828 957 8006
774 931 2537
269 885 9771
69 600 6094
103 660 8331
809 513 3444
911 820 4358
627 151 9385
990 364 3864
996 86 1638
65 976 6186
796 407 3775
251 299 6785
264 742 2185
613 947 841
885 441 6047
171 133 7570
736 462 4921
647 337 6202
255 873 7242
96 234 2306
906 643 402
391 774 7190
477 780 7576
66 853 691
50 5 3581
464 548 4113
874 334 4770
406 158 7670
618 127 1623
111 89 7569
659 92 6909
732 629 5003
670 522 6429
119 992 9014
161 843 9276
720 296 3285
805 652 7207
972 144 3576
257 796 4870
147 269 9590
120 677 3454
598 852 901
959 250 1898
749 678 1878
331 951 3156
330 409 807
427 222 6840
441 688 7157
378 998 6215
0 667 1378
560 734 6780
164 560 2999
984 169 5695
934 574 3012
576 821 6032
921 34 3405
178 133 3076
466 277 620
67 616 8411
404 95 2597
444 304 8234
811 801 9091
102 834 3574
800 629 1219
825 404 615
633 34 7552
798 726 3668
531 884 8819
972 775 2933
657 895 3715
461 617 3394
653 888 8360
966 143 2213
563 801 7898
52 224 3744
768 648 208
683 911 151
819 609 5692
737 396 8995
319 205 4013
529 730 1491
538 648 5154
608 45 8120
906 47 2109
656 509 4207
405 730 4896
773 824 2510
674 902 7644
289 10 9999
827 78 8423
586 761 6182
15 691 2375
775 192 8475
737 951 42
856 994 9981
850 226 659
854 275 3328
235 914 1337
790 200 1636
280 660 5350
537 938 5688
81 593 9423
95 549 4941
93 817 1415
49 775 499
802 785 4488
550 790 4523
545 480 7561
188 477 6022
520 901 928
26 297 4371
559 285 1609
389 291 8167
530 862 114
850 739 8720
951 69 4588
123 997 3868
18 363 6981
403 825 2979
382 517 5179
93 917 4106
230 709 4589
88 127 1124
558 859 6766
540 157 4380
261 525 6914
138 356 8416
576 555 4807
667 723 2703
546 578 4471
206 46 6763
781 916 8938
601 789 2878
587 191 4836
39 876 8264
659 921 3272
685 698 6147
510 622 2081
469 623 8979
622 361 2258
71 630 9061
748 155 4801
268 783 9514
617 153 5025
416 785 8469
355 417 4568
931 43 2145
280 38 357
862 165 2398
363 809 3481
920 398 5929
561 726 8859
22 434 5596
436 552 4451
381 396 9697
913 559 6504
560 621 7449
518 24 5405
888 657 1591
491 140 8654
420 669 5231
941 961 551
116 925 2582
664 567 5429
742 517 3659
388 486 5341
336 254 1633
216 277 9410
782 364 5113
42 898 6923
536 764 6367
11 279 2039
136 315 3045
888 224 7431
908 557 3857
645 389 9480
936 978 2257
548 116 3050
688 587 1724
673 939 7328
849 108 5137
335 74 6984
17 200 6303
32 514 836
646 848 1258
998 904 2594
304 723 3831
679 467 2546
434 139 290
971 405 1839
918 862 2378
662 929 2347
378 115 5696
626 824 8487
486 218 9287
129 570 4525
270 538 8612
173 90 7640
454 157 3666
976 191 1931
31 410 9851
286 889 8238
388 385 8884
75 704 3934
711 273 9465
831 507 2694
170 694 952
807 597 5665
446 613 4274
222 56 5182
348 143 5772
960 231 5642
685 709 7513
417 209 2761
814 834 4386
792 65 4491
571 443 5316
150 605 5442
40 107 1688
430 985 1138
263 437 5274
706 128 6460
824 20 7022
447 492 3077
316 502 4251
951 806 8646
200 63 5631
221 818 6952
36 972 1451
728 124 4460
690 970 6438
525 381 4750
309 563 7999
812 13 7390
243 404 7391
591 209 3960
801 807 2554
816 886 2663
620 284 1509
362 488 70
193 356 5447
16 268 5762
51 860 8169
223 710 8702
762 418 1368
122 912 182
392 184 6529
228 408 4004
11 619 729
153 530 4411
246 693 4290
10 103 4383
642 384 7538
333 495 5777
424 635 7829
723 846 1583
159 614 1679
817 703 2061
741 94 2514
438 198 1441
514 171 6621
939 410 6021
12 816 8267
98 875 3290
29 343 9378
302 658 2557
909 832 6040
298 470 9219
209 965 7743
207 787 7939
273 984 684
503 708 6895
94 125 1390
562 310 9303
758 615 4092
722 795 577
562 441 7539
389 272 6832
820 100 579
337 629 9575
127 543 178
494 38 6454
400 960 2946
940 316 4789
407 612 76
673 653 4517
756 440 7463
21 968 2652
540 625 8997
167 960 9502
913 241 3208
67 564 2650
325 526 766
623 303 7347
899 955 6887
373 810 353
932 934 7938
59 837 2631
574 828 8532
20 116 4626
903 761 2855
212 208 5986
444 555 9742
155 166 7611
256 254 9785
7 972 3965
728 944 6633
954 120 3963
367 870 2353
369 118 8246
521 215 6804
534 513 2917
227 548 903
265 187 2297
845 422 8508
1 42 5664
530 407 1721
89 879 6809
323 690 9917
471 740 2480
592 204 6508
71 313 6379
279 838 3411
778 191 6240
9 156 2390
688 333 8516
822 269 2155
19 341 2156
628 953 4556
901 429 9971
362 896 5705
551 977 2576
3 554 7453
615 497 5874
705 456 7693
682 431 8802
900 430 8420
44 879 6094
140 648 600
30 305 1424
233 766 3165
748 961 8824
670 223 308
390 965 2723
310 899 1735
16 498 4986
879 863 6352
90 526 433
528 234 224
682 810 2318
611 21 4760
577 627 8741
843 114 4361
50 61 9840
751 570 5839
957 185 2421
933 224 1053
977 712 8519
474 856 3587
415 685 3797
657 675 1729
126 668 8931
897 229 8400
478 618 8354
364 109 73
315 972 5537
564 83 4857
413 221 9020
294 331 913
883 564 3723
615 618 3363
715 205 9193
249 278 4637
832 726 7898
839 769 5760
30 401 2398
35 515 2302
805 875 8987
821 756 638
837 623 3137
94 142 2758
884 119 3384
757 342 3113
707 80 3925
18 568 1647
61 680 8346
871 505 7334
575 596 3677
131 394 7677
289 914 7343
409 203 208
652 588 2762
575 451 1853
76 368 979
264 999 8834
368 151 3210
1 853 1093
220 454 5221
291 833 4518
967 906 3207
784 705 7143
478 674 4108
886 525 5620
859 847 5839
967 706 9019
80 873 176
703 269 6464
300 211 11
476 190 4006
586 79 1516
766 350 7950
202 16 2170
596 270 9617
166 32 5348
595 877 3892
380 214 144
713 378 692
425 859 9482
978 97 9177
810 202 6861
301 25 426
117 327 6266
980 619 1694
405 639 9991
788 500 4927
909 759 3568
374 425 1754
919 875 1504
217 486 2553
513 89 2073
421 518 4596
341 432 5048
767 934 1126
172 769 2608
697 294 6691
981 100 1391
986 87 9916
369 57 4327
6 990 619
441 581 536
272 746 7465
323 406 8932
26 646 5399
13 860 7785
547 622 2048
451 788 4
459 662 5235
414 129 294
504 54 8903
127 507 1468
970 269 9752
283 935 2413
717 353 3941
41 39 5488
962 974 5499
48 789 4485
263 608 325
625 441 4550
627 914 9681
651 753 9970
605 971 4189
70 688 219
442 912 6077
885 531 8332
689 706 8467
130 936 674
835 703 5303
676 436 8009
27 173 9667
344 554 3953
234 303 1662
329 607 3893
988 276 8959
97 87 2545
138 27 7880
742 418 9223
640 800 2548
90 699 9773
238 177 7050
919 617 6501
823 902 1716
462 795 9787
301 566 3836
387 904 1273
557 474 297
360 408 571
274 249 2654
225 600 7083
599 30 434
723 80 902
776 16 9248
396 702 5172
32 51 8975
898 749 936
914 984 2646
644 865 8016
253 903 1934
287 742 4334
340 216 3134
613 426 9041
443 48 1564
524 321 2715
780 772 384
53 183 8981
876 507 6201
356 752 9807
596 869 3246
636 576 4648
623 699 275
429 847 796
739 679 3184
162 226 2524
477 96 7698
359 824 2764
624 369 8808
437 231 1646
614 415 7497
800 159 6449
943 593 8396
516 861 9345
102 346 6020
60 78 3328
517 172 9907
508 660 5199
648 892 4770
532 363 3990
808 629 7598
244 425 4210
802 582 3206
176 839 5986
197 95 8015
646 594 1372
759 520 2690
202 535 8227
316 292 3911
859 189 1657
870 362 4652
233 141 6813
572 180 7271
866 382 6812
538 690 6913
284 951 6086
467 563 5313
703 570 5431
257 383 5920
678 861 6892
765 900 3679
667 380 9967
293 119 767
320 787 5365
128 134 9000
65 345 3005
133 634 8446
713 398 7833
905 841 9853
403 507 251
567 83 5208
573 963 9066
130 694 8999
377 536 5971
584 270 8426
727 393 9090
815 379 4504
893 172 6864
346 105 363
663 80 617
710 478 3052
479 843 8789
254 802 7450
137 826 8595
387 87 5954
855 473 9077
753 309 4391
82 718 6316
595 576 6530
492 921 9877
650 512 7473
37 459 4479
792 714 7294
582 981 6857
939 182 1907
839 787 7297
415 384 3024
21 597 725
244 837 3510
733 190 8802
491 634 7626
963 589 185
85 365 1896
248 763 5855
786 594 6693
27 321 5074
997 893 463
910 602 5794
200 335 9748
81 907 5650
401 357 6952
68 212 1127
694 4 2691
863 228 9200
245 657 4988
420 733 7072
95 232 4268
449 339 4582
884 498 628
460 77 6813
584 633 5487
166 459 2535
