500 1227
0 289
177 279 2528
175 231 6525
363 126 4411
422 162 7187
176 341 6584
294 337 9100
426 431 7413
90 199 3869
298 171 1782
460 144 1574
189 482 8739
416 418 6261
215 315 1306
352 374 5690
162 431 4106
493 325 2365
255 326 4178
176 322 1562
174 211 3840
251 189 2420
356 482 2726
213 272 3107
295 302 1854
215 429 5239
49 130 2957
29 401 1500
435 387 3727
397 124 7871
293 364 939
326 477 2319
92 97 1560
245 283 9026
55 443 464
489 28 1272
344 454 3968
472 328 7816
154 39 9227
346 388 950
348 159 2257
243 80 6671
358 26 3293
462 233 3056
41 192 4546
99 49 35
111 407 1041
334 151 5734
20 294 2521
311 95 9026
323 287 5778
398 315 2718
369 212 5989
418 462 4369
112 116 2219
451 220 2758
357 491 9416
54 5 7417
227 127 6751
462 49 1328
306 391 7080
180 58 5925
269 296 3445
102 452 7319
276 173 3618
18 461 343
115 151 5028
42 100 1093
436 332 4337
27 9 9932
324 429 6139
453 81 1964
154 219 9872
96 248 2656
299 39 8609
411 462 7066
279 270 6036
403 220 4573
235 437 4863
376 29 6035
185 346 4166
223 222 6539
146 70 5936
220 8 3791
214 423 7746
422 446 9079
149 481 1150
106 363 9176
30 221 9877
144 396 5121
322 192 6171
499 264 8335
132 137 3306
174 58 8935
182 206 6228
397 297 4893
404 210 6043
2 254 2832
107 38 4911
45 436 4497
123 187 3199
86 141 6975
250 208 1758
171 496 6297
395 90 7234
277 258 2820
337 293 2241
199 195 7215
421 193 7948
267 454 8563
383 492 6870
285 175 5959
134 2 5009
292 249 9022
469 431 2326
293 361 9125
320 347 3428
432 238 2194
156 175 4986
467 75 9750
390 250 7274
338 472 1558
239 415 307
129 109 1797
181 335 6543
236 299 5556
340 297 8184
32 486 4541
373 34 6627
380 19 8841
151 305 9142
200 465 3361
85 209 5794
20 463 7186
24 406 9986
285 403 5378
363 151 9202
202 495 7591
68 356 5515
69 163 6686
415 379 3872
409 16 2624
184 498 7985
332 42 4822
256 389 9282
317 397 4975
346 399 3095
303 495 3822
163 169 7014
309 20 1046
438 445 429
209 457 6758
139 132 6195
443 446 317
495 99 5439
133 378 6400
300 416 6529
168 241 3831
481 260 2394
9 464 8491
173 281 5062
164 171 838
326 455 6059
148 326 8699
270 114 6457
471 436 8761
339 296 8004
152 432 4407
150 413 7317
224 200 1586
122 467 9972
95 223 8913
80 106 6406
297 13 3381
434 104 2429
298 89 1095
262 333 1845
410 125 483
423 231 5735
7 0 6429
57 365 3593
71 213 9114
385 349 1409
314 224 6135
487 484 5406
27 154 1388
463 58 2825
412 183 6968
246 329 130
17 310 4703
303 210 4660
483 291 4314
73 347 2315
491 233 2698
208 210 3996
89 217 7304
5 123 2805
167 347 3824
155 304 4448
112 227 3268
301 294 7959
185 342 397
31 49 2751
380 479 5541
427 35 2465
374 269 453
186 470 2429
81 473 9358
77 113 5473
43 390 3730
243 389 3896
457 474 6619
341 451 8047
44 197 2712
37 201 5542
26 434 940
108 57 3688
366 119 5660
497 40 4017
79 349 2026
336 176 1062
28 145 2444
441 389 8534
290 385 2916
14 10 9319
12 213 8745
181 310 4160
494 223 200
152 297 9329
278 440 621
112 229 1433
471 94 9945
187 30 9202
344 63 2162
220 55 1318
267 244 5998
319 484 73
0 174 6728
260 393 4101
382 10 7438
238 374 699
217 233 1353
26 379 1174
19 209 6430
165 64 5049
262 38 6681
211 168 6429
470 356 5771
447 31 2137
351 466 1217
190 429 28
457 102 6375
288 471 5398
15 327 6686
454 300 1844
241 120 4334
353 218 558
248 281 7980
312 274 3388
53 87 8187
59 294 5704
393 306 6740
357 369 6627
118 50 1287
480 404 4716
109 419 670
214 492 9404
38 200 4579
204 421 8992
400 494 7114
60 13 4603
141 362 345
395 330 8202
107 9 7811
95 50 5298
319 406 901
72 441 9670
498 372 9721
492 246 7403
248 36 974
14 391 1368
478 448 6148
364 382 897
288 369 6474
365 454 5118
263 282 9316
96 130 9477
338 384 8800
342 130 5323
394 381 2375
224 449 4501
0 451 6051
272 150 8996
12 150 4932
399 120 7274
64 229 3732
459 350 1227
265 474 7941
410 459 2188
83 141 122
475 387 2317
82 283 8964
411 336 3753
166 70 9784
406 324 8812
498 247 1074
469 451 9232
6 299 6646
262 61 8431
120 223 4269
179 331 7788
369 379 7364
408 268 2075
470 159 7044
71 341 1433
77 419 6682
44 482 8257
325 309 9603
448 394 7315
331 398 9347
3 437 4347
361 351 2066
256 428 4159
126 184 4433
138 490 1272
367 384 2703
58 148 8246
196 432 1601
260 290 6349
302 133 3162
362 306 3357
147 304 6945
295 203 710
74 467 5497
402 477 6830
38 370 8921
238 6 3666
0 348 1728
266 389 8521
456 307 8154
468 455 9657
239 284 8743
65 221 9479
313 428 9255
458 20 3935
91 221 6303
407 312 8069
151 84 9210
474 89 9346
488 171 6431
400 113 3732
191 401 9789
260 357 3136
119 470 6294
286 175 3113
409 320 1928
276 58 8120
50 243 9700
402 374 4070
430 15 6687
151 230 158
222 159 9344
345 232 3880
372 76 7485
341 492 1786
340 380 2948
47 275 406
209 258 6299
462 10 4291
105 78 6197
280 244 9120
29 430 2324
308 164 8417
137 116 7181
246 393 8658
479 482 875
377 66 2111
185 215 4
364 412 9665
429 108 1002
128 179 6322
203 492 5901
353 144 5367
265 499 4817
201 363 6319
403 295 6527
202 21 3573
354 162 8050
5 485 2538
275 49 7852
34 135 678
1 240 1053
358 410 4289
296 10 9455
42 46 2025
241 258 3323
411 215 9065
245 121 6449
476 160 4763
492 493 4886
340 254 6674
21 39 9997
90 120 6258
86 53 7031
62 200 2559
378 436 4835
98 493 5327
167 405 1760
359 484 1470
26 270 7340
95 459 1316
466 195 8163
458 95 3465
192 203 5311
222 127 4144
179 254 2269
409 115 8027
389 481 9522
440 30 8860
447 403 6339
388 361 4925
445 38 17
219 284 2042
16 250 2971
349 70 8603
75 421 8746
387 393 9575
425 274 1781
34 331 3738
373 201 959
158 385 6250
218 13 7906
497 384 1635
367 323 9822
384 63 161
176 280 7194
17 482 8856
410 466 7873
440 425 2950
4 130 5555
350 417 4300
291 161 330
50 174 5626
476 135 7167
478 418 2937
179 489 6536
2 273 9736
311 128 9304
57 386 9239
254 312 4091
81 39 3632
84 277 2016
163 155 3551
115 72 4281
484 411 2433
465 192 2291
40 483 5126
250 391 2696
449 496 7286
145 177 1542
189 402 4681
255 363 8556
119 140 7088
233 456 5801
19 286 3356
183 257 116
347 12 9372
65 212 1018
433 76 5136
269 219 533
101 379 2780
229 431 7452
157 332 5825
499 497 2061
131 221 1587
127 0 1679
199 470 2777
49 409 4274
453 348 9825
396 489 2157
60 152 9461
331 224 206
22 290 54
25 284 633
35 184 9042
209 208 7039
330 303 7560
423 322 8219
145 443 6661
177 483 6823
192 264 5390
11 108 6147
88 333 4385
193 463 5018
240 291 9957
196 180 5298
490 386 4775
139 444 1805
275 234 8649
270 495 1562
259 241 620
118 491 1949
305 270 6106
222 433 7887
143 103 1596
370 199 5850
110 109 8926
439 198 8148
378 358 2743
305 447 2792
54 462 3071
479 213 5612
387 396 1089
67 233 1136
33 286 850
396 36 6098
87 270 2467
272 309 7578
130 308 5190
170 297 9641
297 405 9188
343 485 2049
134 336 8768
334 142 1918
93 317 7452
36 371 3170
113 17 283
92 243 1252
401 344 9869
103 68 6749
225 272 2352
140 424 6792
321 278 4245
230 417 9307
173 330 7417
477 152 1259
120 192 1120
216 108 7538
221 210 1060
416 277 5427
104 425 6974
84 445 7234
272 271 5141
482 321 9386
481 228 4897
198 354 6027
330 475 9542
300 490 4087
376 498 5020
433 218 7109
204 43 6786
339 323 4603
450 377 6815
138 494 7072
282 278 5062
193 441 6762
349 390 422
350 428 5400
159 303 5587
472 226 6498
131 120 6728
283 301 4234
116 269 236
287 41 5414
423 0 341
125 395 7260
442 160 3174
306 285 2236
100 479 6915
33 388 5878
132 412 9452
327 216 6660
375 286 114
158 482 9147
205 345 671
420 474 7882
120 367 1803
483 357 718
398 157 7539
256 168 9048
245 409 848
356 239 4590
404 0 8648
113 24 638
70 35 1543
107 375 1239
10 38 4818
336 458 6536
39 293 4931
53 424 2125
142 41 2490
424 322 4465
261 475 7297
468 425 4116
63 235 4380
51 244 3069
443 227 2760
24 328 4123
378 487 438
351 38 3770
190 38 1335
162 22 3612
299 156 7784
379 133 6639
448 155 1316
69 171 2466
473 437 9191
489 485 2383
333 322 3034
29 236 6989
281 90 8663
417 139 6987
365 295 1116
463 316 8935
103 211 8297
337 414 3701
192 262 6944
431 418 2288
60 491 3914
242 166 8055
352 91 3195
182 478 5499
286 405 3834
210 158 7026
316 164 7831
304 244 8175
263 390 972
103 113 4283
331 36 8194
52 79 8733
39 77 2980
254 26 707
86 406 6318
457 178 4061
404 435 5556
362 139 4953
458 264 9793
54 61 2449
136 437 1151
175 367 3701
368 116 4638
142 115 5453
56 300 7076
121 374 5916
178 151 6723
144 230 9809
70 50 7359
445 232 2811
428 177 1046
141 61 770
420 322 7590
205 436 8587
206 406 849
230 340 7693
482 297 783
199 450 3523
444 427 3485
161 117 8063
166 211 3003
337 342 2344
74 260 7401
279 160 8181
294 325 5036
121 426 619
194 39 5744
193 299 4372
21 464 8099
91 56 5534
195 388 7272
295 264 2514
119 472 6720
124 387 4984
109 431 3108
170 341 9260
242 229 8097
232 263 107
140 371 9353
273 419 6040
32 334 2473
197 405 2772
352 403 8523
131 433 7972
318 382 8656
461 336 1051
374 239 1774
476 393 6766
46 280 6668
302 424 999
160 406 6097
227 311 311
426 140 4703
297 229 2933
36 76 623
240 204 3734
66 260 8408
130 327 6222
100 16 6628
345 261 6653
370 267 5508
354 29 1676
351 148 7044
450 21 2421
353 90 2022
93 336 820
170 167 4283
315 12 6695
241 106 7444
13 106 7133
266 358 9642
212 158 3832
289 462 7688
188 32 7453
486 270 9129
128 83 1438
350 462 505
380 11 2560
189 474 3174
218 249 958
79 498 4036
361 427 612
319 364 4104
155 416 9615
394 81 1038
264 89 9346
139 192 1561
236 225 6406
363 497 7260
244 284 7831
253 457 5102
312 399 1884
473 93 7962
287 319 1846
477 391 3456
441 132 7687
226 64 736
402 164 7596
252 370 7434
299 99 6144
406 331 7421
187 131 3051
257 228 963
287 77 5497
194 243 5067
324 446 8962
99 330 9929
37 419 3786
204 257 2691
284 187 3104
135 104 984
168 352 2665
348 73 2244
30 144 2320
306 232 7421
212 30 8609
166 416 1565
171 306 4248
135 258 7071
12 291 4736
157 477 1461
455 374 6947
301 450 7119
273 452 5293
328 101 3590
485 102 9382
447 170 5361
305 411 9666
434 208 420
389 53 7310
432 312 4041
161 445 983
94 269 9789
360 42 2880
301 368 2550
76 219 7613
308 9 2318
444 447 5811
385 472 8684
329 213 5571
129 82 6852
277 174 4172
347 40 9487
82 205 2713
259 289 8465
326 336 3061
63 395 9602
391 115 4625
96 247 3524
231 498 1738
308 137 7051
329 125 8140
386 426 196
452 101 3230
235 117 7291
40 158 7022
449 364 8066
366 451 8782
274 390 5993
207 118 793
167 390 88
436 321 5797
105 261 4902
440 22 9923
316 279 1019
354 37 5376
63 401 2067
490 452 4172
475 123 9510
94 214 3108
111 65 8552
496 409 9323
452 185 8004
117 19 8906
433 201 1626
23 340 399
408 138 8529
123 202 6025
43 454 6485
442 72 9769
302 75 8448
235 53 909
148 280 3878
228 335 7923
46 63 4573
230 168 4026
264 135 6214
180 64 2444
41 270 3091
195 124 8218
28 371 6253
428 349 5382
292 315 69
318 170 4946
231 421 8790
419 403 3541
64 232 2750
494 243 7948
28 220 4997
98 231 8473
413 34 3270
62 397 4015
416 297 185
274 495 2399
425 54 409
368 277 8254
80 168 5935
57 302 5857
56 421 2871
466 284 4199
19 391 1113
475 46 555
435 99 2372
172 472 1464
25 29 6515
156 402 5888
206 158 622
61 302 4906
296 378 2947
221 171 3266
466 481 8869
160 295 515
