1000 2513
0 999
320 900 4114
673 64 -433
816 677 9543
654 731 1381
236 221 -230
930 702 -451
644 957 -955
353 220 8625
835 889 5996
370 53 3608
44 404 4758
943 534 5405
343 357 3085
513 455 4624
289 673 4118
223 930 1813
746 56 3251
184 198 5152
895 329 8787
894 383 1577
382 927 8255
635 572 3125
374 344 2904
233 447 -968
595 372 8919
271 328 6263
879 919 -503
489 309 2097
463 250 1414
931 805 9531
219 474 1380
425 244 3276
899 763 7756
563 532 1940
564 387 9834
932 57 3292
640 686 5731
108 566 4828
192 781 2128
444 691 4241
625 429 1996
47 517 6741
922 302 6124
552 233 8704
65 258 3008
10 191 1753
141 246 6569
158 470 2848
802 512 8141
239 202 1766
659 465 3467
323 375 8016
378 515 1579
70 773 5091
897 716 3564
888 131 8346
762 409 8876
825 234 2919
90 375 8599
1 783 3366
114 686 6160
456 67 -888
517 108 7667
958 637 3358
249 977 6444
380 535 7829
100 321 9766
566 315 8021
105 854 9743
905 542 7231
123 429 6607
856 522 5703
780 216 1745
130 667 5644
317 599 4298
533 453 9661
310 213 8349
381 618 2964
288 656 3445
568 346 4267
843 453 6747
320 267 3924
334 883 5007
363 407 3156
121 298 3070
26 916 1317
211 297 5122
831 172 1763
378 466 4257
507 100 1467
308 636 3646
434 747 8131
77 805 1447
505 671 3045
193 208 9825
890 753 4515
238 48 2578
53 616 3815
603 547 3105
741 351 1471
900 254 -158
808 765 7382
914 168 9064
875 941 1667
112 642 -651
125 943 2377
64 900 -397
231 262 8259
432 430 7982
891 742 3207
415 476 8351
866 468 8777
182 77 1642
744 318 1014
745 191 8315
819 465 6553
376 232 4713
986 265 4786
404 518 6641
9 319 9449
223 941 2285
63 676 5751
142 988 4770
440 159 7353
440 268 6622
400 525 4739
805 610 5145
609 165 4591
715 511 8855
820 761 9022
557 632 5807
733 556 6167
208 256 3803
6 417 7904
224 164 9818
716 19 8265
785 135 1778
584 263 6092
148 565 7882
288 176 4125
273 995 6387
314 815 9337
437 876 9631
768 110 8380
90 669 4318
355 348 9456
260 477 2958
527 921 4808
764 879 4772
796 546 7706
119 794 6548
673 670 8108
411 237 8783
701 933 5379
474 491 7231
13 261 8208
520 819 6202
532 258 9406
346 732 -136
933 466 1891
735 639 5834
756 325 2805
442 544 1670
674 699 5683
140 159 4602
324 471 7246
903 171 8436
669 249 4261
893 129 -292
922 636 8088
927 881 9387
751 260 2594
433 630 5960
496 36 1142
927 742 5368
246 170 5142
817 92 6323
577 860 6869
823 897 7617
743 70 6880
132 99 3483
774 181 2323
284 480 9282
27 139 9322
251 268 2585
743 423 2569
637 594 8142
844 138 6019
68 81 4971
992 561 3394
713 773 2950
895 33 7506
468 131 3921
99 558 4771
594 816 1698
494 939 1772
313 57 6442
857 227 2852
136 171 -797
642 83 3583
774 65 3647
805 137 2247
480 929 4130
556 955 7997
231 244 3179
662 741 8590
954 346 9690
305 242 4196
487 954 9759
852 188 4298
195 545 5563
223 789 4886
529 961 8760
339 92 6142
164 460 7602
504 455 3285
444 38 7118
149 475 5373
493 459 3227
105 755 7821
112 590 3334
93 634 2728
255 208 1592
544 542 8913
739 773 2029
469 11 9899
225 14 5720
885 990 5311
575 491 -315
101 33 8749
479 100 3907
6 971 7607
637 662 8791
292 328 -474
955 21 5302
163 677 6657
776 286 8426
145 159 9910
886 353 3510
273 261 4507
364 353 1889
106 268 3073
319 604 4191
812 129 1467
778 864 1708
546 723 3206
625 1 4402
553 806 7960
486 156 9095
597 731 2952
679 839 4665
446 376 4481
991 224 5853
763 19 -524
957 708 7154
901 516 4034
88 785 -590
704 556 -868
471 500 9914
545 779 6652
864 333 7352
298 633 2161
107 513 1554
641 816 5923
398 113 5436
149 835 4330
503 933 4712
925 635 2741
799 410 -572
487 48 7661
614 771 2257
71 254 9655
555 529 2763
641 735 7787
774 354 8880
85 91 5810
970 313 5816
753 275 9051
949 964 3240
37 768 6615
513 876 8018
270 801 -428
400 207 1922
810 551 4059
846 178 5839
530 426 8205
411 778 1519
787 805 5958
300 105 5403
184 813 -704
347 331 2434
463 552 3008
632 712 1154
905 608 3006
760 842 -98
851 455 7670
199 43 1385
550 540 7131
808 336 1592
648 522 7411
5 285 -412
246 255 4534
505 483 6048
167 284 7335
763 386 9577
927 651 8960
277 593 1247
166 34 2183
919 529 8586
461 595 1370
956 811 2373
996 273 5146
456 831 4172
757 733 4610
388 476 3496
448 66 -671
486 507 6844
166 752 9196
313 841 9536
818 257 6900
165 51 5897
944 4 4612
961 965 2677
82 734 6588
779 641 4611
887 45 6832
815 656 9357
603 374 3220
264 413 7212
760 513 -705
383 140 1216
386 414 4512
180 221 4154
25 752 4852
391 794 -814
147 368 6004
521 800 2701
782 80 1255
732 365 6047
732 659 9932
153 70 2272
472 845 2487
318 16 6456
649 105 2408
586 499 3529
620 875 8744
39 228 8267
950 719 2683
83 600 3646
182 368 1039
566 873 5812
299 751 1333
578 82 1654
944 99 2314
688 818 6368
534 255 5861
785 953 8075
653 544 5570
871 425 5123
826 565 1263
952 35 3733
848 315 7165
354 839 6680
752 316 4182
666 51 8651
357 245 2591
326 434 7878
139 374 3942
750 664 -994
931 45 9729
28 996 7176
104 22 3932
643 687 9126
420 934 4600
157 296 2435
590 869 5232
1 260 1056
697 573 4752
383 789 8774
456 121 1457
572 761 9699
304 474 3639
925 208 7173
902 229 9824
870 692 5992
104 628 6470
87 879 9637
247 887 2693
898 956 3694
954 84 4483
714 380 9505
472 236 7979
292 561 4760
185 623 3169
957 817 5176
995 136 9705
278 628 4358
163 704 2145
723 559 8325
14 166 1672
591 151 5613
46 454 4652
207 767 2680
8 55 2558
522 208 8391
698 435 6454
140 496 5263
973 436 4614
84 34 8375
531 502 2754
704 77 1094
253 130 2869
883 602 3175
272 0 1784
414 459 6273
976 504 8326
391 573 7379
197 80 -17
633 881 7264
69 406 -824
361 562 8677
947 130 2292
737 143 7744
85 487 6347
278 645 3993
511 128 -792
567 92 8209
480 128 6045
934 111 5358
561 597 3999
285 599 -824
767 263 9579
783 38 2622
385 326 1414
911 506 -1
671 989 8416
953 592 7963
232 795 7563
759 151 6075
965 552 7475
836 906 5010
200 601 -396
942 960 4884
348 323 6420
213 903 8044
241 886 4412
13 821 8324
364 110 2148
832 59 5761
87 181 5734
302 729 -363
940 235 8933
427 579 1044
199 648 7951
21 583 6484
662 608 3281
39 656 7622
146 344 7608
336 429 7505
120 428 5150
450 913 1922
941 896 5552
681 609 7317
772 360 1699
273 431 7443
589 711 1130
540 701 8185
867 415 7621
585 489 8486
998 109 4387
107 399 5495
492 693 8835
191 518 4636
330 509 9319
718 768 3543
474 932 6748
283 576 4313
722 507 9170
293 55 5605
926 994 7032
318 773 1752
345 994 5184
979 322 -485
781 361 9633
204 127 -572
498 377 5103
672 160 8225
274 32 2968
435 644 5234
7 740 4394
581 640 9440
818 717 5382
902 683 5168
397 295 9640
672 817 9706
532 16 2503
198 450 5596
615 150 3204
16 594 8602
994 359 1332
375 666 -100
821 314 9667
871 729 -377
217 940 2984
275 300 4067
748 559 1694
607 12 1374
389 434 4025
863 787 5903
791 249 8341
206 253 7430
19 56 7111
433 418 7639
622 762 7790
725 677 9466
678 892 5049
74 884 6256
493 332 2215
316 951 7770
907 23 3544
746 81 8792
928 443 2719
59 901 7752
390 841 9903
92 244 9929
666 151 4576
908 692 5016
229 165 9731
371 412 6914
244 995 3326
428 466 4942
98 190 8169
181 137 7338
406 675 -663
20 531 8845
969 602 1832
518 373 3012
728 346 6007
981 86 -717
42 447 9230
708 387 6145
403 404 4299
233 109 8086
354 283 7979
711 733 3429
359 559 5109
137 730 9573
461 607 7641
661 311 9367
212 311 4359
946 853 7245
640 702 2883
279 487 1799
147 344 6369
951 966 7899
853 701 7053
616 913 -619
830 129 9182
32 326 7824
173 572 4456
879 294 5184
700 480 2711
87 739 3763
385 82 5460
615 623 7725
439 222 7170
764 926 2109
987 611 3275
332 6 9340
469 859 2903
342 145 4056
970 324 7466
924 994 7839
303 700 5841
492 690 6477
660 637 8609
977 642 5439
268 606 1359
606 419 1013
557 172 5232
280 916 3863
272 497 1351
238 823 3003
647 416 1095
710 111 9981
50 173 -664
187 7 5654
730 203 3259
274 8 2399
519 409 5297
190 641 1350
409 415 7137
676 634 3079
40 628 7604
909 797 8587
37 716 6370
267 728 4439
392 636 9624
467 290 6279
508 845 1557
427 311 -653
309 540 6078
69 885 3189
377 759 8602
729 577 3710
954 815 5894
597 879 2850
896 691 1586
944 541 4744
618 31 4380
0 929 7959
186 176 9885
130 539 1716
359 457 7522
435 793 9294
807 535 4233
79 43 -737
243 176 4697
266 846 1305
824 199 1366
61 135 9210
808 26 5246
775 63 4492
809 851 1200
952 961 2731
312 622 1095
699 555 4110
772 648 7446
777 576 3363
540 823 3866
804 778 -577
460 347 5415
164 13 8974
152 401 7390
227 788 4947
685 211 5409
518 694 1632
626 403 2934
239 192 8267
434 724 4623
368 905 4955
252 444 3175
279 217 7948
329 374 -229
332 721 2760
432 737 7151
910 813 7235
829 393 3791
769 2 1589
395 906 3605
551 795 9000
367 855 5623
491 943 8006
268 583 9847
476 367 6739
270 754 3271
315 816 6581
781 147 7164
551 844 9533
907 352 3617
126 636 5438
323 399 6598
569 216 3468
134 602 9153
247 204 -163
550 744 4774
686 370 8684
482 594 3671
483 969 7394
329 992 4424
106 65 6595
553 978 4732
661 429 9586
117 968 5846
912 701 3218
784 941 4954
2 18 6178
234 278 5724
340 554 4116
854 136 2422
790 953 3819
816 515 8913
264 602 2796
397 344 3363
287 437 -985
821 202 4742
283 558 8389
654 92 7792
111 60 4987
226 464 1355
575 787 9548
521 710 6088
741 867 -720
537 886 9991
366 827 5401
742 447 3861
563 262 8171
738 94 -371
156 243 5958
45 670 8000
608 247 7410
688 899 5387
803 834 1651
151 681 2106
660 575 1659
459 653 5454
611 186 7600
709 630 2549
409 110 7878
369 871 7356
916 997 -360
403 310 9179
794 777 2535
3 9 1595
357 921 4654
218 732 5926
801 810 8555
351 157 4472
74 557 6444
355 483 7864
744 597 -717
583 0 5296
431 65 2926
314 322 3527
178 514 9777
613 27 3401
998 242 3015
399 676 5006
943 396 2636
943 528 8324
980 448 7572
758 350 6701
505 325 3740
645 73 2227
210 680 3516
639 521 3594
756 72 2854
369 762 7374
605 203 4938
382 593 8122
220 869 2635
178 207 7089
883 273 5126
737 688 1159
441 734 5692
523 430 2752
390 627 8153
54 461 2174
484 594 9042
241 72 3730
565 338 4151
908 387 6668
238 730 7141
392 63 5170
170 651 4143
828 783 2596
408 236 -688
843 353 6277
377 316 4834
545 75 7688
537 132 8103
663 50 6414
167 988 9587
429 151 9571
627 902 3650
504 543 5966
626 886 8954
845 199 9064
475 852 7411
341 891 7512
142 212 1660
404 569 2680
617 514 5406
511 608 3108
72 768 7964
539 464 3685
938 942 3331
366 527 5999
46 499 9023
555 957 3646
958 567 -786
544 782 7809
841 431 9437
155 236 7304
156 0 6557
971 255 7246
586 421 1624
524 138 3890
189 871 1483
716 484 9610
514 625 3318
162 144 3944
820 725 7649
8 458 1925
887 326 2469
304 135 8465
869 299 2723
582 349 8507
192 299 8492
49 311 4707
514 846 7504
579 524 1519
453 719 7063
101 84 4117
948 788 2770
94 236 1338
24 210 9898
780 697 6063
707 25 7279
946 506 1677
554 984 4490
160 929 4656
818 822 1184
319 555 4666
755 916 -552
194 230 7498
110 974 4007
134 651 8959
465 75 5215
878 846 2806
161 103 3399
612 528 2632
986 268 4567
814 979 5044
490 892 5442
848 394 3433
188 757 8157
658 183 6143
565 37 8005
376 688 1504
745 348 2782
373 721 9017
187 432 3324
440 723 7835
78 15 5236
728 442 4598
542 392 7185
119 103 5327
644 388 9758
959 890 6405
855 811 -190
999 208 6370
20 194 5609
482 821 -536
570 839 2555
108 942 4975
188 595 2147
689 269 4292
401 34 2262
882 166 1382
537 309 5861
23 267 -741
600 657 2846
290 482 3775
203 83 8087
67 851 5493
27 248 -658
211 427 9114
657 870 6679
736 93 -732
17 152 6913
629 203 6097
269 615 9144
910 976 3182
439 573 9976
50 258 4527
196 493 9683
757 614 9840
573 562 2289
789 378 6608
151 243 2542
285 917 6981
737 800 4781
351 639 8569
854 99 1891
147 94 5912
913 643 4194
108 79 7213
337 240 3188
503 854 9600
324 536 4308
227 466 7768
213 387 5184
309 942 9123
175 472 9845
770 381 5717
207 852 3025
800 164 1276
771 379 1202
120 573 2105
735 695 2141
997 140 6418
304 72 -601
58 685 7562
280 294 -486
584 698 2344
484 156 4811
942 914 -485
0 448 9722
697 694 6038
142 601 2907
393 74 5963
570 830 8790
727 400 -612
997 156 8122
571 493 4050
988 921 2170
668 149 1008
254 154 9533
756 526 4050
810 965 2694
195 887 9289
16 748 9112
260 321 8628
911 542 9630
226 968 8628
935 678 5365
452 970 3011
73 285 2392
33 591 3975
470 29 2317
272 967 3472
819 380 5620
122 489 7055
30 792 2776
657 170 6382
261 570 -678
858 227 4264
790 159 7392
859 258 6650
895 156 9495
184 716 3723
686 395 5333
815 60 1426
220 741 2746
797 865 6611
15 832 4094
375 143 4550
55 400 6533
601 136 9909
876 404 4500
667 338 6433
335 638 4752
749 185 2735
99 366 5197
91 209 9028
202 549 -567
607 97 1672
466 934 1766
131 45 6783
224 814 8857
501 598 1245
884 696 9910
656 575 8643
856 25 -135
367 643 7395
436 585 2076
410 186 -106
141 356 6061
340 745 5319
174 67 5079
400 99 1886
321 45 7328
160 608 4658
23 590 5061
407 610 9852
744 452 6311
682 168 3499
876 882 6988
423 779 4680
121 937 5660
581 820 6573
840 177 6420
914 417 5280
708 948 4973
837 315 7841
445 841 6220
535 730 6645
610 389 -890
591 277 9239
930 147 4392
114 485 7608
267 490 4664
278 846 7351
295 261 2098
200 261 4372
269 927 6865
709 174 5050
252 666 5001
315 801 2782
214 970 6038
539 475 9059
633 625 6530
825 499 3721
631 231 7601
691 159 2334
803 762 3343
502 98 6476
923 736 1954
510 451 3755
788 410 5233
646 747 2797
323 169 9527
345 29 5609
708 262 5645
458 468 6944
630 679 9298
305 17 1249
341 971 -243
89 541 5265
350 356 -421
834 400 5130
500 992 6239
691 410 2926
286 386 9093
37 212 9370
358 240 4506
441 813 6597
287 130 4734
939 49 4502
550 676 7840
539 694 6801
118 601 9618
71 709 1645
62 861 6431
84 240 1340
724 150 2153
489 832 2606
783 510 2685
373 936 5770
111 795 -537
492 217 1035
227 783 2510
592 851 5185
748 263 1546
636 80 4319
696 766 5786
443 456 1197
327 779 4936
64 8 -976
881 178 -966
779 910 5266
759 750 5194
955 134 3269
601 492 4547
369 999 8460
520 154 1884
396 129 2042
77 829 4008
548 363 1831
614 636 6373
43 724 7549
971 418 9215
396 84 6178
889 747 7704
170 995 8087
960 600 5084
914 540 3877
241 744 5822
173 61 5305
386 633 1983
418 462 1984
605 112 8197
648 953 9267
712 261 8712
559 503 7738
928 546 4278
429 558 7674
872 56 9936
950 583 6993
741 68 2506
109 473 1415
412 760 9150
713 888 8290
921 125 3350
118 722 9036
543 63 7679
205 326 1709
576 763 2416
447 52 9440
721 604 3094
621 838 3970
735 537 4917
761 670 6708
814 466 -495
630 825 7060
962 214 3883
419 135 9475
596 580 2493
420 545 6231
966 234 8739
574 828 9755
317 425 4981
875 708 9850
109 781 1354
69 132 5584
691 13 2748
795 969 9579
851 179 2878
947 123 7211
863 91 2959
834 706 8484
813 214 9790
817 901 9683
18 502 5579
707 867 5748
356 926 9490
540 181 9646
959 913 -600
24 244 9210
522 44 3843
296 140 2650
588 272 2221
169 134 9616
438 339 7504
585 412 3463
687 372 1685
775 838 1840
652 585 9640
723 614 9561
248 667 5652
497 906 5696
678 677 6638
360 374 1086
83 656 9705
294 332 7444
475 73 3068
419 308 8846
439 459 2714
703 615 7669
26 884 9368
146 600 5215
18 512 2793
906 488 7868
778 481 -456
327 708 4492
985 209 9142
990 428 9092
893 333 2537
78 611 -37
27 164 8890
721 967 8839
148 876 5994
935 254 6347
143 892 4853
861 805 2600
488 812 1830
349 414 2481
19 589 1672
583 100 9774
592 119 -30
776 820 7354
638 980 2417
424 787 1960
65 702 5176
413 346 2274
16 336 9710
236 908 7038
293 627 3134
209 520 9884
174 818 3125
424 66 8046
592 185 -879
798 229 1662
962 220 4716
35 555 4599
773 199 7769
336 578 5566
862 370 2800
70 423 4572
196 723 5469
577 183 3236
388 264 9145
286 215 2685
375 871 6241
676 650 9059
133 994 8131
301 121 3512
794 527 4345
788 770 4339
809 629 4930
991 39 1534
446 860 2507
974 12 8845
90 636 -234
710 267 9603
438 851 9955
904 684 9672
852 298 2236
623 931 8024
976 505 7463
606 630 9074
647 883 6487
228 786 6911
424 186 3368
581 734 4764
643 399 5760
102 746 -716
628 88 9771
980 878 3758
822 882 2203
237 671 6095
182 983 8331
409 817 -815
212 466 5678
689 598 7136
951 98 3590
726 790 -149
374 802 7584
915 328 7129
868 424 -709
669 647 -913
386 835 1129
205 732 3982
352 429 9467
506 525 4443
820 670 8868
602 391 1116
60 499 7946
452 921 3483
353 139 4635
486 921 9999
84 881 2746
167 844 8586
353 580 3254
116 760 9416
325 353 4955
