1000 3000
40 546
910 423 9986
804 640 4620
567 852 5825
472 854 5996
655 679 6329
205 364 2231
774 14 3912
841 805 4339
745 409 4839
750 80 6736
378 259 6531
945 295 -1310
379 944 7644
994 890 4228
899 895 6811
791 891 5301
9 23 3292
884 368 1629
606 893 9556
445 678 7748
281 772 1140
273 494 8390
656 573 8076
801 603 2677
367 221 7532
427 329 9155
577 419 9367
32 330 8277
951 710 8699
927 959 2024
864 825 4867
670 102 177
447 335 7357
243 940 422
582 471 5113
935 412 1100
54 940 1406
416 595 7839
468 196 1497
524 732 1975
779 253 917
510 79 5493
766 960 5583
966 803 1261
52 624 4254
2 793 703
520 330 3769
471 622 6131
382 297 2152
203 1 4297
325 723 2886
216 387 8760
909 2 2372
656 616 5232
396 847 592
313 862 2367
822 545 4485
542 973 7274
486 136 9336
711 107 6083
722 49 6061
624 880 2370
417 30 4018
925 929 5518
495 564 7583
8 545 6436
139 996 1704
602 729 2251
915 296 4122
525 550 6950
507 756 7185
451 585 2947
991 933 8256
56 593 991
483 30 6297
986 529 7450
670 603 9409
852 765 7572
713 28 8553
206 306 8529
120 19 -1717
689 385 6947
585 927 -1620
850 649 9516
92 563 5417
477 379 4145
266 550 7084
585 146 99
563 750 9306
851 205 24
503 482 4338
759 938 8452
139 873 1914
120 762 9612
534 729 -2599
598 737 9431
36 571 3721
840 187 6781
136 464 -2873
928 215 2881
754 925 4232
816 747 540
145 43 4228
977 939 4805
176 918 7236
112 355 3774
117 273 6378
635 962 8093
854 894 7218
278 17 1133
287 369 2653
245 430 5381
674 504 5935
255 534 5559
944 950 7869
335 368 9752
581 796 2281
647 764 4549
353 38 2057
902 608 6539
986 527 5204
495 289 2034
527 718 3330
123 474 9744
661 568 2963
803 564 6314
663 277 7719
870 516 4039
650 560 6939
82 129 -144
705 972 7918
239 364 3210
498 808 2244
924 612 6648
558 332 5534
28 82 2174
987 603 3158
608 887 4840
517 715 4169
738 377 1034
156 144 3472
438 948 4768
162 451 2287
193 183 9047
864 252 6767
189 225 -3109
340 881 2571
114 314 -713
519 193 1648
97 373 5074
80 939 9701
721 121 3304
150 58 8755
328 838 5348
729 421 2498
596 730 4500
63 308 1455
483 105 4861
26 613 3143
650 335 325
37 766 1339
741 879 5685
165 820 1295
982 559 4498
20 603 -3321
964 257 223
335 615 4030
549 316 6185
376 876 2056
455 752 5085
999 622 8246
638 15 9918
383 781 2149
520 665 9879
295 505 3007
792 991 2673
192 846 7897
202 496 4852
744 449 8929
672 823 1880
794 519 8724
387 635 7774
420 481 5310
492 303 1699
23 205 -171
728 362 2470
731 827 -3754
942 754 5361
116 846 4341
933 841 -4102
764 166 -3605
632 928 -4041
865 182 9110
887 530 8144
751 316 1062
769 351 -222
667 937 7033
564 102 4591
947 655 7532
696 762 5772
790 80 4750
725 422 6565
904 229 9594
145 617 8732
16 459 720
390 519 3588
798 552 -838
757 656 1745
196 51 2316
172 348 5977
636 671 192
617 526 4029
441 424 8452
186 837 9674
812 10 1148
787 98 5182
286 760 5275
394 937 5864
901 480 3006
64 36 8727
550 359 174
793 956 352
629 381 9965
906 927 6963
775 306 1565
216 933 9488
396 578 2115
124 115 8975
920 764 8573
266 517 5977
116 89 2914
587 280 253
538 84 3436
419 663 7731
347 173 5808
932 642 6738
258 213 8800
784 707 8439
868 763 2178
223 651 2779
991 722 1787
277 677 6044
719 71 8282
723 763 -4246
481 321 1830
354 525 6440
363 17 6344
497 519 6422
456 968 3736
707 80 4029
784 763 6436
416 88 5539
707 877 7774
706 585 3468
448 408 9000
998 489 2043
484 994 5410
547 354 7365
232 692 5268
84 864 2258
960 357 454
835 950 -3306
652 210 1544
814 470 2990
100 353 208
329 599 5554
758 622 3906
66 31 7902
891 727 9058
808 713 7635
704 126 -28
511 619 4679
399 577 532
662 238 3400
233 20 2882
882 769 6227
769 948 7827
45 273 -1724
931 116 8984
651 796 3428
979 763 -3435
603 875 2799
843 101 9202
359 277 1340
62 411 -2994
60 0 1242
496 705 8939
713 757 9847
824 648 3233
184 509 4190
832 480 5207
46 394 4882
433 423 4542
551 861 4267
298 350 5102
47 535 7433
894 373 5108
791 895 9916
85 677 3063
778 649 4459
370 673 5538
137 390 5308
591 966 1127
296 24 3134
539 517 314
145 838 3909
250 751 7868
101 301 9710
33 490 -2979
159 592 958
619 319 2964
471 310 2766
702 441 8675
466 195 3566
456 727 8756
951 910 9207
827 774 4900
275 348 9666
501 808 3771
658 132 1098
110 1 6189
174 790 4895
490 588 5309
716 617 7765
41 670 1114
523 775 7709
325 150 6441
364 871 232
666 930 328
979 810 2062
78 929 6744
411 981 3614
723 179 9553
376 707 5426
241 694 8959
369 986 2446
134 337 6143
196 946 -1778
525 635 7712
926 851 2283
849 664 5783
460 165 120
377 771 5620
23 419 4052
159 312 5228
812 103 1248
220 729 -3197
667 356 4760
938 599 799
170 729 8281
568 8 4641
467 848 5526
464 246 4032
601 380 5734
439 182 3760
811 603 -2491
615 891 7467
332 882 153
242 522 2645
85 477 3314
778 503 2470
661 913 9279
963 177 734
525 231 2726
450 771 9002
825 699 9933
19 834 122
933 79 9026
552 277 2236
431 304 -3249
532 956 8985
813 513 4071
514 168 6564
999 125 4127
345 269 1401
641 798 -3468
179 969 3927
224 246 7234
869 605 1073
367 761 7682
822 204 -2585
862 681 3265
729 567 7481
757 199 5541
263 933 6904
638 923 8303
671 866 212
83 273 3434
984 696 5183
119 625 2359
386 770 3524
969 481 502
461 100 2594
488 595 7937
633 813 8988
763 644 3456
430 142 4550
578 665 9075
425 626 1909
494 518 9899
220 71 6512
322 980 6673
693 295 9066
679 683 542
42 162 526
772 473 5532
321 338 7428
485 115 9848
905 702 2375
220 516 -2896
78 224 4074
966 751 8497
162 494 6316
967 965 1883
123 957 -1098
529 520 8743
229 391 2504
781 476 9549
447 631 6640
955 733 174
4 375 589
103 382 1043
930 279 7299
405 397 1868
582 945 3355
73 409 3667
833 915 4784
676 137 4377
97 543 4072
332 711 9796
75 397 773
479 281 3068
353 315 4618
578 496 52
513 287 4614
699 393 2724
392 982 2945
426 160 9433
706 818 7151
509 331 5249
897 659 5806
847 152 6584
803 551 3847
422 916 5940
435 535 7442
981 527 9718
919 590 1095
916 764 879
173 461 2704
994 175 4509
291 879 8913
177 634 7034
868 651 2311
483 567 1642
424 466 -2915
934 18 8453
132 422 7173
680 70 7518
246 249 7820
344 845 3239
543 850 629
855 595 7864
252 267 -1006
143 606 7657
767 233 5587
802 335 6681
925 243 3768
5 276 7098
820 498 7397
509 812 4673
740 644 6845
643 290 1062
231 619 2520
178 790 6154
474 353 5440
654 28 8716
761 319 -1374
840 286 4426
824 881 9520
472 89 -1987
413 176 4042
375 954 4329
356 158 4632
202 36 466
157 614 400
402 448 6157
759 574 9116
679 297 97
177 686 7765
873 124 7610
980 582 4255
188 917 478
685 343 -1287
516 782 6297
141 682 2402
438 603 2290
237 134 2700
768 368 -3327
547 908 6569
794 448 1706
235 638 5237
881 47 7186
711 860 2173
105 688 -1309
139 776 9427
756 274 1346
124 949 727
42 804 9786
328 618 6179
559 495 4510
776 804 6262
800 793 7469
392 362 1012
841 963 6108
880 985 4342
476 229 -1331
801 52 -3460
749 707 3578
405 858 8046
684 95 4754
264 332 9913
269 919 623
694 512 5133
238 171 3441
449 481 6430
164 551 9761
992 160 6949
437 538 -2570
9 498 827
695 699 3277
445 933 2803
535 919 8006
120 133 8194
250 561 -2579
441 589 8057
858 37 -4580
297 908 3927
302 935 -4116
979 97 6962
782 191 6740
723 7 6688
710 90 2596
727 542 1075
847 73 8984
276 181 5407
153 758 5298
929 288 -3919
288 507 2603
842 486 2768
727 559 6431
397 416 9988
770 667 2277
988 153 -1667
549 560 9058
345 639 4453
14 63 5854
738 282 4359
217 487 9925
435 118 5054
697 344 3478
217 326 6158
740 449 6634
722 141 6245
426 515 4155
648 460 4265
305 833 2472
271 500 -698
210 217 5009
240 759 7967
331 558 5472
710 425 7457
544 252 -3164
550 676 2187
811 461 1654
506 223 7785
993 712 9136
592 788 7960
482 507 1526
179 53 5614
846 620 6016
774 773 5377
261 515 -1603
600 253 20
13 226 1049
249 688 622
275 738 4105
699 384 4451
528 812 1336
49 909 7980
642 208 934
829 535 1989
202 774 845
86 440 812
911 936 -1297
240 823 1880
463 264 9293
76 248 2021
914 712 7956
58 534 9100
533 478 -4488
451 803 253
77 616 8814
60 433 3669
705 13 2310
947 828 1902
265 528 4251
78 380 4662
802 734 8605
741 729 4298
375 576 4655
238 875 872
89 630 -3021
6 342 6692
55 696 1460
69 961 613
491 299 -4879
342 321 1442
484 773 5879
691 342 1545
110 640 7164
758 69 7844
214 297 9961
856 498 2786
222 182 6448
44 907 9398
10 852 3505
208 73 1802
167 985 3064
206 782 7176
527 394 -4576
771 11 4119
997 380 6576
230 552 1881
715 910 8538
16 742 8763
181 615 8344
961 986 1141
901 173 -145
21 407 9755
962 961 1609
13 614 9349
840 180 4177
91 387 -1642
96 163 4965
361 428 3971
302 735 3675
630 185 -4213
818 927 2461
312 248 1471
200 345 4996
464 745 52
126 189 3212
996 458 2975
876 608 1266
693 868 3971
529 688 2208
617 226 999
284 483 7800
944 337 1687
635 379 2677
56 168 5297
547 743 2284
167 944 2142
789 569 55
194 773 9439
53 697 9457
880 723 2671
43 586 3114
808 231 4086
500 301 9882
268 567 8453
972 230 3241
873 213 9765
887 753 7132
383 748 1728
908 960 7865
17 741 2056
615 335 3713
316 542 385
789 704 8298
235 764 -2945
995 212 4368
440 16 7040
717 152 1344
336 247 9504
941 310 5097
626 744 1549
232 503 1651
340 419 8729
130 429 8057
285 568 3239
556 895 4095
912 744 -3284
111 506 8205
942 76 6552
751 939 8845
429 756 1576
193 129 6536
889 811 6976
553 248 3180
579 473 7829
69 986 3796
79 188 9873
486 901 1911
647 8 2026
508 237 5702
252 55 7478
66 17 9046
553 25 9800
555 764 2110
575 716 625
180 406 996
678 199 -1986
4 595 7704
35 896 2566
857 858 4218
774 828 -3887
334 837 2051
204 521 3353
142 171 6303
400 323 9472
729 817 2892
384 336 1655
831 692 2797
860 985 7912
482 554 6167
147 862 5800
11 871 7265
668 577 5940
548 51 7525
341 579 6848
915 635 3922
836 953 3935
41 471 4237
279 485 8173
249 364 1751
117 290 397
252 106 9233
611 43 318
836 370 -1795
6 712 995
80 605 1750
612 414 8424
130 432 6288
262 373 6182
305 215 6717
109 12 1583
306 643 1058
686 890 784
423 633 2937
872 211 9534
267 705 -338
637 308 -1011
317 376 3267
867 314 4340
100 267 2531
797 469 7920
828 338 1411
820 925 4132
283 634 7556
26 439 1204
607 70 858
539 746 4309
697 373 4144
758 776 4689
190 744 9538
493 527 7498
673 218 6115
157 719 9615
277 600 860
545 130 4427
760 761 3133
998 0 -4365
533 950 5360
432 468 8790
171 137 4784
671 862 4279
200 613 2579
771 472 3201
475 333 9168
788 481 7479
29 869 5567
741 11 2045
659 771 6244
401 507 7104
46 167 2011
341 278 2262
929 603 8300
806 888 9006
427 642 -2788
67 292 460
195 876 7410
446 136 -2896
45 574 2666
210 135 8465
327 393 9246
180 989 6914
863 239 -1968
584 437 9042
336 970 5586
357 130 1180
860 762 768
958 129 6356
112 327 209
676 170 1912
36 531 5804
121 631 2301
453 836 8131
614 935 9147
907 739 4910
818 23 1881
640 159 6049
499 15 3067
826 827 6431
31 897 3041
22 50 9917
494 50 2245
401 888 1140
7 364 -3805
587 341 8418
28 785 1025
506 162 2343
764 312 8768
690 657 -1214
846 167 369
508 142 3241
378 664 2550
74 140 911
837 948 -2910
851 954 9824
527 788 4455
735 650 9142
406 230 8788
258 590 3071
540 508 2807
436 351 9018
971 589 3488
361 853 9326
149 572 1206
469 892 7048
244 397 -4089
406 997 6966
181 775 9905
272 592 5542
583 877 4210
308 535 4455
853 204 911
102 448 -1571
619 83 9195
719 423 1605
369 248 7424
845 600 3440
289 194 3730
410 357 2763
507 933 -3718
259 780 1913
52 385 2607
689 836 8283
565 796 6743
299 355 8237
884 570 4167
842 910 6038
472 817 8608
154 569 9149
915 841 5083
432 238 4967
964 705 992
381 163 38
480 855 7414
127 39 9550
814 292 5092
737 552 1003
460 691 5276
865 63 2054
121 909 3402
536 336 -2176
665 504 8155
90 547 -3566
231 342 8236
314 499 2448
896 12 9139
22 967 9881
913 469 3215
175 38 7204
747 932 7584
590 347 7787
135 808 1002
987 593 3230
798 801 6638
531 552 5902
839 261 5945
889 194 6054
581 506 2658
84 145 -1741
618 715 1099
256 13 7110
861 987 -4135
424 780 5456
475 51 5402
611 822 7573
457 368 3644
114 477 3712
610 0 3583
59 482 4693
789 855 5069
498 814 5230
351 911 -84
675 668 2893
958 945 1430
242 178 2133
426 660 -2420
409 282 7595
725 567 4244
696 463 -1036
70 880 6755
450 628 2667
580 434 2544
87 328 9855
462 21 -3824
584 213 6236
510 987 226
41 620 8356
496 507 3017
565 33 6136
599 775 9861
628 565 -3892
51 230 6597
838 968 569
885 594 6912
675 826 5432
682 580 -4809
902 32 5604
646 580 8931
319 479 1427
546 864 494
742 610 6261
63 943 4672
645 295 8595
982 704 1967
953 490 8084
735 183 5494
54 970 5806
518 120 9250
70 232 3309
68 437 3790
921 903 6720
917 591 1463
91 643 642
614 796 9816
168 823 973
98 513 4247
12 835 7146
566 350 7453
211 332 2000
783 202 4864
195 655 2365
568 583 4515
923 345 6711
916 699 4605
642 206 8489
653 230 8379
447 493 4045
334 875 -587
742 102 -4565
212 239 8566
226 426 1557
62 951 6283
454 170 9582
32 715 6358
666 734 1344
874 198 1913
313 415 8243
12 148 5643
279 797 5912
558 545 5836
739 738 1771
796 852 6177
869 665 7282
462 298 8416
295 556 8204
844 684 7001
412 380 4876
886 799 195
772 240 4528
586 64 5280
939 355 8629
661 257 7631
733 983 1440
75 605 -3862
712 292 9776
765 363 490
106 687 5987
665 67 9415
574 367 2214
940 788 2311
773 392 5893
745 642 7111
613 20 8886
930 950 -1744
762 888 5174
29 645 5947
395 164 2181
62 404 -2202
434 210 4803
781 634 9978
534 66 1292
368 783 3093
414 512 950
12 877 4178
287 460 9875
864 427 8559
705 550 9087
590 358 5515
626 265 1188
104 580 539
116 135 1576
49 168 2052
645 901 8514
881 459 5338
566 17 7384
776 685 2268
149 794 9510
916 787 1111
595 539 3028
856 279 5784
900 319 4015
458 269 4525
981 920 6738
686 618 8456
666 271 1452
185 288 -595
191 455 3012
176 753 1558
419 530 85
973 410 8433
198 753 1928
10 630 806
249 881 3193
268 16 6507
197 5 3532
992 664 5281
819 390 6185
894 160 8808
391 489 5097
457 718 634
581 921 5639
899 126 7306
239 94 7917
637 420 9125
402 146 6862
750 782 5287
640 478 1320
794 849 -4584
951 684 2982
807 434 9147
57 654 2925
398 551 -2042
607 97 1117
39 940 8472
254 626 7189
905 822 1286
662 335 5770
424 801 6498
623 253 946
205 876 -1846
878 597 6085
927 152 5
787 719 5161
936 424 4905
625 262 5831
720 180 6780
552 253 9541
301 411 5344
879 813 1326
580 619 2269
564 418 5624
47 868 5746
466 621 6629
746 744 1912
343 486 -4275
92 700 6808
985 302 5265
308 734 612
94 540 6935
903 784 2172
610 731 1119
15 928 1609
448 327 3252
369 657 9301
368 815 3018
565 501 7681
133 413 1850
19 866 8226
48 952 6517
65 287 9358
884 86 2671
863 931 5866
456 114 -108
222 678 -4371
25 683 -910
866 544 4589
677 876 2686
984 511 1140
920 185 6340
804 124 3610
273 803 4901
469 646 8500
891 451 3719
517 234 490
294 585 9266
228 580 4750
151 255 1245
71 694 4574
529 200 982
442 345 2946
383 611 9425
90 777 8592
862 489 40
524 803 -4506
736 975 5611
673 495 8203
692 689 6772
644 332 7305
707 698 8664
218 51 5017
453 732 6655
807 128 8137
676 249 3777
87 733 8041
169 917 4542
563 742 971
295 630 2990
207 375 1426
371 619 7426
720 542 7071
806 77 7211
576 69 2130
627 363 6633
881 136 8515
688 696 1126
303 636 6104
118 970 2747
599 823 3985
862 694 4642
229 838 8738
437 756 4933
609 919 7450
425 393 -3613
780 469 7860
970 184 4769
34 36 2477
568 48 4360
636 273 7477
663 790 1509
817 489 3998
976 56 3725
37 822 8867
909 14 -978
247 673 448
395 181 8710
415 59 5018
291 293 2930
204 763 3299
265 739 9801
422 956 -1028
879 307 5507
832 240 8156
46 602 581
435 24 1917
20 387 5042
50 454 352
381 788 446
939 723 5321
673 135 5756
848 624 9634
20 440 7196
997 164 1027
624 504 -520
816 306 -305
599 933 1025
935 840 2812
859 716 8789
922 866 1146
496 300 4440
195 599 3262
474 111 1838
636 422 5399
83 365 833
387 531 3011
640 221 2638
995 781 8691
440 395 8782
718 828 4318
798 541 4767
572 600 -568
427 908 803
818 203 5744
800 151 7320
898 749 6273
760 787 4095
355 871 6463
982 540 7380
407 177 3740
382 620 4967
795 40 3169
765 386 4841
241 633 983
144 935 7054
644 687 -3663
178 127 3685
166 937 2278
71 605 4240
330 424 9032
291 440 3501
622 536 1553
963 999 8089
431 82 44
343 956 1144
712 327 4752
187 458 5735
148 662 7270
357 517 4057
511 312 8927
909 220 84
182 659 9042
787 777 832
960 556 3447
910 219 5251
39 174 3260
710 224 4391
259 267 2298
809 699 685
350 219 4571
602 39 1617
596 860 -904
251 800 9216
270 729 -639
156 446 1802
693 527 7524
21 533 -976
429 904 2521
880 206 1142
781 470 7055
852 41 -3282
668 330 2192
102 679 7522
320 606 -53
815 864 8643
346 127 7548
773 245 -697
531 42 4438
931 302 9989
355 0 742
122 293 6836
61 105 1746
900 229 2596
639 16 9522
65 600 7829
964 623 3840
94 203 8991
269 565 6177
505 6 8922
699 849 -4526
494 264 31
519 890 7727
57 523 2017
949 526 866
921 899 3142
520 817 7760
73 386 3130
212 662 8136
484 556 3406
987 61 5359
872 25 9581
962 500 701
474 80 7922
47 8 -2617
583 18 8965
337 237 7444
665 490 825
326 397 5527
563 673 4685
536 71 9472
904 157 -4210
730 741 9977
281 484 8205
260 877 7786
777 81 8431
430 379 7002
967 765 5528
503 629 2914
105 298 6139
155 349 6015
940 706 9358
682 697 7815
549 740 3051
397 621 8785
857 621 3733
409 62 6726
605 209 7708
234 887 441
277 845 9560
205 574 732
473 916 1053
43 76 722
401 798 6939
784 511 1964
560 218 8928
428 958 2243
635 933 807
618 836 6122
709 324 3030
107 368 5663
726 103 751
395 37 2346
54 468 2093
155 940 8216
481 213 1863
134 687 9704
391 419 4490
727 545 5698
103 436 9889
356 87 7291
586 899 7354
297 420 2825
721 67 7336
292 198 6147
230 328 1910
889 313 4688
575 523 8578
473 646 5924
349 203 3231
988 203 4709
541 594 2206
761 233 3285
285 307 6104
785 164 8415
211 969 341
655 365 3818
753 646 4916
227 338 6392
257 493 5007
453 576 6652
133 419 3629
175 322 3006
219 371 8154
850 548 3692
495 884 4408
302 491 3742
511 749 7003
320 235 4798
364 692 4648
151 883 2834
607 297 5701
292 989 7429
174 774 3531
128 182 6820
231 884 6681
755 409 9838
151 760 3871
516 356 3163
388 332 4771
487 351 1485
489 264 5314
573 391 2376
561 840 6967
158 849 354
720 839 1797
696 511 3051
64 540 4996
226 88 2545
187 854 5970
158 127 7667
664 589 9307
272 846 6171
243 958 1154
15 785 6662
609 70 3866
126 225 9982
704 969 -387
954 675 6896
782 704 1010
247 297 7010
606 990 528
73 334 -3964
346 459 3309
287 777 3967
323 591 5996
813 50 2867
504 298 6483
215 142 2718
922 986 4847
631 977 4986
883 976 -628
642 715 8357
132 550 2972
5 55 3245
877 440 3870
926 948 9669
315 110 8517
874 548 1485
95 566 3993
358 338 5176
288 671 6430
421 125 -735
109 480 1752
595 811 6445
245 531 2928
189 114 3918
69 220 7237
14 684 8241
282 968 2296
831 778 -988
785 380 3432
254 946 3866
755 651 3940
423 437 3501
17 611 6862
557 658 8126
268 37 4932
681 779 676
301 970 5594
960 424 -159
992 139 6379
939 475 5256
88 835 -2212
963 829 7378
634 170 4367
719 420 -4907
159 880 6013
556 63 -85
185 144 -93
959 591 6193
359 299 6045
64 987 7383
469 571 6202
9 880 7465
197 528 2053
391 338 1332
688 117 -226
404 837 9469
530 585 9919
197 42 1405
934 390 2010
